	W1	W2	pred
6175	kitchen countertop	kitchen counter	forwardentailment
6176	kitchen countertop	large dog	disjoint
6177	kitchen countertop	small dog	independent
6178	white and black dog	counter	disjoint
6179	white and black dog	dog	independent
6180	white and black dog	kitchen	disjoint
6181	white and black dog	kitchen counter	disjoint
6182	white and black dog	large dog	independent
6183	white and black dog	small dog	independent
6184	looking	investigating	synonym
6185	black	large	independent
6186	black	next	independent
6187	black	small	independent
6188	small	large	disjoint
6189	small	next	independent
6190	white	large	independent
6191	white	small	independent
6192	at a kitchen countertop	large	independent
6193	at a kitchen countertop	next	independent
6194	at a kitchen countertop	small	independent
6195	background	bay	independent
6196	background	city	independent
6197	background	rock	independent
6198	background	rock climbing	independent
6199	bay	background	independent
6200	bay	city	disjoint
6201	bay	man	independent
6202	bay	rock	disjoint
6203	bay	rock climbing	disjoint
6204	city	background	independent
6205	city	bay	disjoint
6206	city	rock	disjoint
6207	city	rock climbing	disjoint
6208	man	bay	independent
6209	man	rock climbing	independent
6210	rock	background	independent
6211	rock	bay	disjoint
6212	rock	city	independent
6213	rock	rock climbing	independent
6214	rock climbing	background	independent
6215	rock climbing	bay	disjoint
6216	rock climbing	city	disjoint
6217	rock climbing	man	independent
6218	rock climbing	rock	independent
6219	man	route	independent
6220	rock	route	disjoint
6221	route	man	independent
6222	route	rock	disjoint
6223	calculating	climbing	independent
6224	calculating	stopping	disjoint
6225	climbing	calculating	disjoint
6226	climbing	stopping	disjoint
6227	pausing	calculating	independent
6228	pausing	climbing	disjoint
6229	pausing	stopping	synonym
6230	group	carnival	independent
6231	stand	carnival	independent
6232	stand	people	disjoint
6233	people	carnival	independent
6234	group of people	carnival	independent
6235	gathering	standing	independent
6236	at a stand	at a carnival	independent
6237	at the fair	at a carnival	reverseentailment
6238	fair	at a carnival	independent
6239	group	road	independent
6240	group	rollerbladers	independent
6241	group	group of rollerbladers	independent
6242	street	group	independent
6243	street	rollerbladers	independent
6244	street	group of rollerbladers	independent
6245	rollerbladers	group	independent
6246	rollerbladers	road	independent
6247	rollerbladers	group of rollerbladers	synonym
6248	group of rollerbladers	group	independent
6249	group of rollerbladers	road	independent
6250	group of rollerbladers	rollerbladers	forwardentailment
6251	on the street	on the road	synonym
6252	ramp	jump	disjoint
6253	ramp	skateboarder	independent
6254	ramp	jump off a ramp	reverseentailment
6255	skateboarder	jump	independent
6256	skateboarder	ramp	independent
6257	skateboarder	jump off a ramp	independent
6258	jumping	making	independent
6259	bird	beak	independent
6260	bird	grass	independent
6261	bird	green grass	independent
6262	bird	yellow beak	independent
6263	grass	beak	disjoint
6264	grass	bird	independent
6265	grass	green grass	reverseentailment
6266	grass	yellow beak	disjoint
6267	black and orange bird	beak	independent
6268	black and orange bird	bird	independent
6269	black and orange bird	grass	independent
6270	black and orange bird	green grass	independent
6271	black and orange bird	yellow beak	disjoint
6272	black	green	disjoint
6273	black	in the green grass	independent
6274	orange	black	disjoint
6275	orange	green	disjoint
6276	orange	yellow	disjoint
6277	orange	in the green grass	independent
6278	in the grass	green	independent
6279	in the grass	yellow	independent
6280	in the grass	in the green grass	reverseentailment
6281	group	equipment	disjoint
6282	group	sound	independent
6283	group	sound equipment	disjoint
6284	sound	equipment	forwardentailment
6285	sound	people	disjoint
6286	sound	sound equipment	independent
6287	table	equipment	independent
6288	table	sound	independent
6289	table	sound equipment	disjoint
6290	people	equipment	disjoint
6291	people	sound	disjoint
6292	people	sound equipment	disjoint
6293	group of people	equipment	independent
6294	group of people	sound	independent
6295	group of people	sound equipment	disjoint
6296	sound mixing table	equipment	forwardentailment
6297	sound mixing table	sound	independent
6298	sound mixing table	people	disjoint
6299	sound mixing table	sound equipment	forwardentailment
6300	mixing	looking	independent
6301	girl	rope	independent
6302	girl	street	independent
6303	rope	girl	independent
6304	rope	street	independent
6305	sidewalk	rope	disjoint
6306	sidewalk	street	independent
6307	rope on a sidewalk	girl	independent
6308	rope on a sidewalk	rope	independent
6309	rope on a sidewalk	street	independent
6310	garage	girl	independent
6311	garage	rope	independent
6312	garage	street	disjoint
6313	parking	girl	independent
6314	parking	rope	independent
6315	parking	street	independent
6316	parking garage	girl	independent
6317	parking garage	rope	independent
6318	parking garage	street	disjoint
6319	jumping	skipping	reverseentailment
6320	body	animal	independent
6321	dog	animal	forwardentailment
6322	dog	body	independent
6323	dog	body of water	disjoint
6324	water	animal	independent
6325	body of water	animal	disjoint
6326	balcony	ledge	forwardentailment
6327	balcony	man	independent
6328	balcony	ledge of a balcony	independent
6329	ledge	balcony	independent
6330	ledge	man	independent
6331	ledge	ledge of a balcony	reverseentailment
6332	woman	balcony	independent
6333	woman	ledge	independent
6334	woman	ledge of a balcony	independent
6335	ledge of a balcony	balcony	independent
6336	ledge of a balcony	ledge	forwardentailment
6337	ledge of a balcony	man	independent
6338	dog	lawn	independent
6339	dog	big white dog	independent
6340	lawn	dog	independent
6341	lawn	big white dog	independent
6342	small white dog	dog	independent
6343	small white dog	lawn	independent
6344	small white dog	big white dog	disjoint
6345	across a lawn	big	independent
6346	across a lawn	white	independent
6347	small	across a lawn	independent
6348	small	white	independent
6349	white	across a lawn	independent
6350	dog	leash	independent
6351	dog	dog on a leash	independent
6352	leash	dog	disjoint
6353	leash	water	independent
6354	leash	dog on a leash	independent
6355	water	leash	independent
6356	water	dog on a leash	disjoint
6357	near the water	in the water	reverseentailment
6358	near the water	black	independent
6359	on a leash	in the water	disjoint
6360	on a leash	black	independent
6361	boy	cliff	disjoint
6362	boy	edge	independent
6363	boy	males	forwardentailment
6364	boy	Two males	forwardentailment
6365	boy	cliff edge	independent
6366	cliff	edge	forwardentailment
6367	cliff	water	disjoint
6368	cliff	males	independent
6369	cliff	Two males	independent
6370	cliff	cliff edge	synonym
6371	orange	cliff	disjoint
6372	orange	edge	independent
6373	orange	water	independent
6374	orange	males	independent
6375	orange	Two males	independent
6376	orange	cliff edge	disjoint
6377	rock	edge	independent
6378	rock	water	disjoint
6379	rock	males	independent
6380	rock	Two males	independent
6381	rock	cliff edge	independent
6382	water	cliff	disjoint
6383	water	males	independent
6384	water	Two males	independent
6385	water	cliff edge	disjoint
6386	shorts	cliff	disjoint
6387	shorts	edge	independent
6388	shorts	water	independent
6389	shorts	males	independent
6390	shorts	Two males	independent
6391	shorts	cliff edge	disjoint
6392	black shorts	cliff	disjoint
6393	black shorts	edge	independent
6394	black shorts	water	independent
6395	black shorts	males	independent
6396	black shorts	Two males	independent
6397	black shorts	cliff edge	independent
6398	boy in black shorts	cliff	disjoint
6399	boy in black shorts	edge	independent
6400	boy in black shorts	water	independent
6401	boy in black shorts	males	independent
6402	boy in black shorts	Two males	independent
6403	boy in black shorts	cliff edge	independent
6404	boy in orange shorts	cliff	disjoint
6405	boy in orange shorts	edge	independent
6406	boy in orange shorts	water	independent
6407	boy in orange shorts	males	independent
6408	boy in orange shorts	Two males	independent
6409	boy in orange shorts	cliff edge	disjoint
6410	orange shorts	cliff	disjoint
6411	orange shorts	edge	independent
6412	orange shorts	water	independent
6413	orange shorts	males	independent
6414	orange shorts	Two males	independent
6415	orange shorts	cliff edge	independent
6416	rock cliff	cliff	forwardentailment
6417	rock cliff	edge	independent
6418	rock cliff	water	disjoint
6419	rock cliff	males	independent
6420	rock cliff	Two males	independent
6421	rock cliff	cliff edge	independent
6422	jumping	standing	disjoint
6423	standing	jumping	disjoint
6424	of it	into the water	independent
6425	of it	on a cliff edge	independent
6426	over the water	into the water	disjoint
6427	over the water	on a cliff edge	disjoint
6428	black	into the water	independent
6429	black	on a cliff edge	independent
6430	other	into the water	independent
6431	other	on a cliff edge	independent
6432	into the water	on a cliff edge	disjoint
6433	on a rock cliff	into the water	disjoint
6434	on a rock cliff	on a cliff edge	forwardentailment
6435	group	adults	independent
6436	group	indoors	independent
6437	group	five young adults	independent
6438	sofa	group	disjoint
6439	sofa	adults	independent
6440	sofa	indoors	independent
6441	sofa	five young adults	independent
6442	people	adults	reverseentailment
6443	people	indoors	independent
6444	people	five young adults	independent
6445	group of people	adults	independent
6446	group of people	indoors	independent
6447	group of people	five young adults	independent
6448	small group of people	group	independent
6449	small group of people	adults	independent
6450	small group of people	indoors	independent
6451	small group of people	five young adults	independent
6452	sitting	lounging	reverseentailment
6453	standing	lounging	disjoint
6454	on the sofa	young	independent
6455	beach	girl	independent
6456	beach	suite	disjoint
6457	beach	swimming	independent
6458	beach	girl in swimming suite	independent
6459	beach	swimming suite	disjoint
6460	bikini	beach	independent
6461	bikini	girl	independent
6462	bikini	suite	disjoint
6463	bikini	swimming	independent
6464	bikini	girl in swimming suite	forwardentailment
6465	bikini	swimming suite	forwardentailment
6466	girl	suite	independent
6467	girl	girl in swimming suite	independent
6468	girl	swimming suite	disjoint
6469	girl in a bikini	beach	independent
6470	girl in a bikini	girl	independent
6471	girl in a bikini	suite	disjoint
6472	girl in a bikini	swimming	independent
6473	girl in a bikini	girl in swimming suite	forwardentailment
6474	girl in a bikini	swimming suite	independent
6475	young	on the beach	independent
6476	on the beach	young	independent
6477	child	hair	independent
6478	child	slide	independent
6479	child	child with dark hair	independent
6480	child	dark hair	independent
6481	slide	child	independent
6482	slide	hair	independent
6483	slide	arms	independent
6484	slide	child with dark hair	independent
6485	slide	dark hair	independent
6486	arms	hair	disjoint
6487	arms	slide	independent
6488	arms	child with dark hair	independent
6489	arms	dark hair	independent
6490	blond child	child	independent
6491	blond child	hair	independent
6492	blond child	slide	independent
6493	blond child	arms	independent
6494	blond child	child with dark hair	disjoint
6495	blond child	dark hair	disjoint
6496	going	throwing	disjoint
6497	throwing	going	disjoint
6498	blond	dark	independent
6499	forest	dog	independent
6500	forest	shore	disjoint
6501	forest	black dog	independent
6502	forest	brown dog	independent
6503	forest	rocky shore	disjoint
6504	dogs	shore	independent
6505	dogs	black dog	reverseentailment
6506	dogs	rocky shore	independent
6507	Two dogs	dog	forwardentailment
6508	Two dogs	shore	independent
6509	Two dogs	black dog	independent
6510	Two dogs	brown dog	independent
6511	Two dogs	rocky shore	independent
6512	playing	running	independent
6513	in a forest	after a black dog	independent
6514	in a forest	on a rocky shore	disjoint
6515	in a forest	black	independent
6516	in a forest	brown	independent
6517	in a forest	rocky	independent
6518	beach	dogs	independent
6519	beach	Two dogs	independent
6520	beach	rocky beach	reverseentailment
6521	dog	beach	independent
6522	dog	Two dogs	independent
6523	dog	rocky beach	independent
6524	dog on pebbly beach	beach	independent
6525	dog on pebbly beach	dogs	forwardentailment
6526	dog on pebbly beach	Two dogs	disjoint
6527	dog on pebbly beach	rocky beach	independent
6528	pebbly beach	beach	forwardentailment
6529	pebbly beach	dogs	independent
6530	pebbly beach	Two dogs	independent
6531	pebbly beach	rocky beach	forwardentailment
6532	white dog	beach	independent
6533	white dog	dogs	forwardentailment
6534	white dog	Two dogs	independent
6535	white dog	rocky beach	independent
6536	approaching	playing	independent
6537	golden	on a rocky beach	independent
6538	golden	rocky	disjoint
6539	white	on a rocky beach	independent
6540	white	rocky	independent
6541	girls	kids	forwardentailment
6542	girls	tongues	independent
6543	girls	Two kids	independent
6544	girls	colored tongues	independent
6545	hats	kids	independent
6546	hats	tongues	disjoint
6547	hats	Two kids	independent
6548	hats	colored tongues	independent
6549	tongues	kids	independent
6550	tongues	Two kids	independent
6551	tongues	colored tongues	independent
6552	Two young girls	kids	independent
6553	Two young girls	tongues	independent
6554	Two young girls	Two kids	forwardentailment
6555	Two young girls	colored tongues	independent
6556	sticking	colored	independent
6557	wearing	sticking	disjoint
6558	wearing	colored	independent
6559	colored	sticking	independent
6560	beach	Two boys	independent
6561	ocean	beach	independent
6562	ocean	water	forwardentailment
6563	ocean	boys	independent
6564	ocean	Two boys	independent
6565	boys	beach	independent
6566	boys	water	independent
6567	boys	Two boys	independent
6568	Two boys	beach	independent
6569	Two boys	water	independent
6570	Two boys	boys	independent
6571	in the ocean	in the water	forwardentailment
6572	man	veteran	independent
6573	man	war	independent
6574	man	things	independent
6575	man	war to some people	independent
6576	store	veteran	independent
6577	store	war	disjoint
6578	store	people	disjoint
6579	store	things	independent
6580	store	war to some people	disjoint
6581	accessories	veteran	independent
6582	accessories	war	independent
6583	accessories	people	disjoint
6584	accessories	things	forwardentailment
6585	accessories	war to some people	independent
6586	large man	veteran	independent
6587	large man	war	independent
6588	large man	people	independent
6589	large man	things	independent
6590	large man	war to some people	independent
6591	military accessories store	veteran	independent
6592	military accessories store	war	disjoint
6593	military accessories store	people	independent
6594	military accessories store	things	independent
6595	military accessories store	war to some people	disjoint
6596	sitting	showing	independent
6597	large	different	independent
6598	military	different	independent
6599	ball	field	independent
6600	ball	grass	disjoint
6601	ball	grey	independent
6602	ball	head	independent
6603	ball	soccer	independent
6604	ball	ball on its head	reverseentailment
6605	ball	grass field	independent
6606	ball	grey dog	independent
6607	collar	ball	disjoint
6608	collar	dog	independent
6609	collar	field	independent
6610	collar	grass	disjoint
6611	collar	grey	independent
6612	collar	head	disjoint
6613	collar	soccer	disjoint
6614	collar	ball on its head	disjoint
6615	collar	grass field	independent
6616	collar	grey dog	independent
6617	dog	head	independent
6618	dog	soccer	disjoint
6619	dog	ball on its head	independent
6620	dog	grass field	independent
6621	dog	grey dog	reverseentailment
6622	outside	ball	independent
6623	outside	dog	independent
6624	outside	field	reverseentailment
6625	outside	grass	independent
6626	outside	grey	independent
6627	outside	head	independent
6628	outside	soccer	independent
6629	outside	ball on its head	disjoint
6630	outside	grass field	reverseentailment
6631	outside	grey dog	independent
6632	ball outside	ball	independent
6633	ball outside	dog	independent
6634	ball outside	field	independent
6635	ball outside	grass	independent
6636	ball outside	grey	independent
6637	ball outside	head	independent
6638	ball outside	soccer	independent
6639	ball outside	ball on its head	independent
6640	ball outside	grass field	independent
6641	ball outside	grey dog	independent
6642	blue collar	ball	independent
6643	blue collar	dog	independent
6644	blue collar	field	independent
6645	blue collar	grass	disjoint
6646	blue collar	grey	disjoint
6647	blue collar	head	forwardentailment
6648	blue collar	soccer	independent
6649	blue collar	ball on its head	disjoint
6650	blue collar	grass field	independent
6651	blue collar	grey dog	independent
6652	playing	bouncing	independent
6653	with the ball outside	in a grass field	independent
6654	blue	in a grass field	independent
6655	clothing	jewelry	disjoint
6656	clothing	lot	independent
6657	clothing	shirt	reverseentailment
6658	clothing	colorful shirt	reverseentailment
6659	clothing	lot of jewelry	disjoint
6660	hand	jewelry	disjoint
6661	hand	lot	independent
6662	hand	shirt	independent
6663	hand	woman	independent
6664	hand	colorful shirt	independent
6665	hand	lot of jewelry	independent
6666	henna	jewelry	forwardentailment
6667	henna	lot	independent
6668	henna	shirt	disjoint
6669	henna	woman	independent
6670	henna	colorful shirt	disjoint
6671	henna	lot of jewelry	disjoint
6672	paperwork	jewelry	disjoint
6673	paperwork	lot	independent
6674	paperwork	shirt	disjoint
6675	paperwork	woman	independent
6676	paperwork	colorful shirt	disjoint
6677	paperwork	lot of jewelry	disjoint
6678	woman	jewelry	independent
6679	woman	lot	independent
6680	woman	colorful shirt	independent
6681	woman	lot of jewelry	independent
6682	Indian clothing and henna	jewelry	independent
6683	Indian clothing and henna	lot	independent
6684	Indian clothing and henna	shirt	independent
6685	Indian clothing and henna	woman	independent
6686	Indian clothing and henna	colorful shirt	independent
6687	Indian clothing and henna	lot of jewelry	disjoint
6688	young woman	jewelry	independent
6689	young woman	lot	independent
6690	young woman	shirt	independent
6691	young woman	woman	independent
6692	young woman	colorful shirt	independent
6693	young woman	lot of jewelry	independent
6694	going	wearing	disjoint
6695	through paperwork	colorful	independent
6696	Indian	colorful	independent
6697	young	colorful	independent
6698	gym	jersey	independent
6699	gym	man	independent
6700	gym	black jersey	independent
6701	jersey	gym	disjoint
6702	jersey	man	independent
6703	jersey	black jersey	reverseentailment
6704	man	jersey	independent
6705	man	black jersey	independent
6706	man in a jersey	gym	independent
6707	man in a jersey	jersey	independent
6708	man in a jersey	man	independent
6709	man in a jersey	black jersey	independent
6710	black	in a gym	independent
6711	in a gym	black	independent
6712	black jersey	gym	independent
6713	black jersey	jersey	forwardentailment
6714	black jersey	man	independent
6715	brown	dog	independent
6716	brown	road	independent
6717	brown	brown and white dog	independent
6718	dog	brown	independent
6719	sidewalk	brown	independent
6720	sidewalk	dog	independent
6721	sidewalk	road	disjoint
6722	sidewalk	brown and white dog	independent
6723	brown and white dog	brown	independent
6724	brown and white dog	road	independent
6725	little	on the road	independent
6726	little	white	independent
6727	white	on the road	independent
6728	white	little	independent
6729	on the sidewalk	on the road	disjoint
6730	on the sidewalk	little	independent
6731	on the sidewalk	white	independent
6732	ball	yellow dog	disjoint
6733	grass	ball	disjoint
6734	grass	yellow dog	independent
6735	tennis	yellow dog	independent
6736	flying tennis ball	ball	forwardentailment
6737	flying tennis ball	dog	disjoint
6738	flying tennis ball	yellow dog	independent
6739	flying	chasing	disjoint
6740	pursuing	chasing	synonym
6741	turning	chasing	independent
6742	on the grass	yellow	independent
6743	front	lady	independent
6744	front	school	independent
6745	front	street	independent
6746	front	school children	independent
6747	group	lady	independent
6748	group	school	independent
6749	group	street	independent
6750	group	children	independent
6751	group	school children	independent
6752	house	lady	disjoint
6753	house	school	disjoint
6754	house	street	independent
6755	house	children	independent
6756	house	school children	disjoint
6757	stone	lady	independent
6758	stone	school	independent
6759	stone	street	independent
6760	stone	children	independent
6761	stone	school children	independent
6762	woman	lady	synonym
6763	woman	school	independent
6764	woman	street	independent
6765	woman	children	independent
6766	woman	school children	independent
6767	children	lady	disjoint
6768	children	school	independent
6769	children	street	independent
6770	children	school children	reverseentailment
6771	jeans	lady	independent
6772	jeans	school	disjoint
6773	jeans	children	independent
6774	jeans	school children	independent
6775	blue jeans	lady	independent
6776	blue jeans	school	independent
6777	blue jeans	street	independent
6778	blue jeans	children	independent
6779	blue jeans	school children	independent
6780	group of children	lady	disjoint
6781	group of children	school	independent
6782	group of children	street	independent
6783	group of children	children	independent
6784	group of children	school children	independent
6785	stone built house	lady	independent
6786	stone built house	school	disjoint
6787	stone built house	street	independent
6788	stone built house	children	independent
6789	stone built house	school children	disjoint
6790	woman in blue jeans	lady	independent
6791	woman in blue jeans	school	independent
6792	woman in blue jeans	street	independent
6793	woman in blue jeans	children	independent
6794	woman in blue jeans	school children	disjoint
6795	standing	surrounded	independent
6796	built	standing	independent
6797	built	surrounded	independent
6798	blue	by school children	independent
6799	blue	on the street	independent
6800	lady	front	independent
6801	lady	group	independent
6802	lady	house	disjoint
6803	lady	man	disjoint
6804	lady	stone	independent
6805	lady	children	independent
6806	lady	jeans	independent
6807	lady	blue jeans	independent
6808	lady	group of children	disjoint
6809	lady	man in blue jeans	disjoint
6810	lady	stone built house	independent
6811	school	front	independent
6812	school	group	independent
6813	school	house	disjoint
6814	school	man	independent
6815	school	stone	independent
6816	school	children	independent
6817	school	jeans	disjoint
6818	school	blue jeans	independent
6819	school	group of children	independent
6820	school	man in blue jeans	independent
6821	school	stone built house	disjoint
6822	street	front	independent
6823	street	house	independent
6824	street	stone	independent
6825	street	children	independent
6826	street	jeans	independent
6827	street	blue jeans	independent
6828	street	group of children	independent
6829	street	man in blue jeans	independent
6830	street	stone built house	independent
6831	children	front	independent
6832	children	group	independent
6833	children	house	disjoint
6834	children	stone	independent
6835	children	jeans	independent
6836	children	blue jeans	independent
6837	children	group of children	independent
6838	children	man in blue jeans	disjoint
6839	children	stone built house	independent
6840	school children	front	independent
6841	school children	group	independent
6842	school children	house	disjoint
6843	school children	man	disjoint
6844	school children	stone	independent
6845	school children	children	forwardentailment
6846	school children	jeans	independent
6847	school children	blue jeans	independent
6848	school children	group of children	independent
6849	school children	man in blue jeans	disjoint
6850	school children	stone built house	disjoint
6851	standing	built	disjoint
6852	surrounded	standing	disjoint
6853	surrounded	built	independent
6854	by school children	blue	independent
6855	on the street	blue	independent
6856	air	area	forwardentailment
6857	air	guy	independent
6858	air	wooded area	independent
6859	guy	air	independent
6860	guy	area	independent
6861	guy	wooded area	independent
6862	wood	air	disjoint
6863	wood	area	forwardentailment
6864	wood	guy	independent
6865	wood	wooded area	forwardentailment
6866	in wood	in a wooded area	forwardentailment
6867	in wood	wooded	independent
6868	in wood	into the air	disjoint
6869	into the air	in a wooded area	independent
6870	into the air	wooded	independent
6871	ball	mouth	disjoint
6872	ball	black dog	independent
6873	ball	blue and white ball	independent
6874	dog	blue and white ball	independent
6875	with a ball	in its mouth	independent
6876	with a ball	black	independent
6877	with a ball	blue	independent
6878	with a ball	white	independent
6879	blue	car	independent
6880	blue	door	independent
6881	blue	man	independent
6882	blue	trunk	independent
6883	blue	wheel	independent
6884	blue	classic American car	independent
6885	blue	trunk open	independent
6886	man	trunk	disjoint
6887	man	wheel	disjoint
6888	man	classic American car	disjoint
6889	man	trunk open	independent
6890	picture	car	independent
6891	picture	door	disjoint
6892	picture	trunk	disjoint
6893	picture	wheel	independent
6894	picture	classic American car	disjoint
6895	picture	trunk open	disjoint
6896	vehicle	car	synonym
6897	vehicle	door	independent
6898	vehicle	man	independent
6899	vehicle	trunk	independent
6900	vehicle	wheel	independent
6901	vehicle	classic American car	reverseentailment
6902	vehicle	trunk open	independent
6903	man in blue	car	independent
6904	man in blue	door	independent
6905	man in blue	man	independent
6906	man in blue	trunk	independent
6907	man in blue	wheel	disjoint
6908	man in blue	classic American car	disjoint
6909	man in blue	trunk open	independent
6910	posing	standing	synonym
6911	posing	has	independent
6912	next	American	independent
6913	next	classic	independent
6914	next	open	independent
6915	hill	man	independent
6916	hill	railing	disjoint
6917	hill	snow	independent
6918	man	railing	disjoint
6919	man	snow	independent
6920	obstacle	man	independent
6921	obstacle	railing	independent
6922	obstacle	snow	independent
6923	red obstacle	man	independent
6924	red obstacle	railing	independent
6925	red obstacle	snow	disjoint
6926	jumping	snowboarding	independent
6927	skiing	snowboarding	disjoint
6928	red	in the snow	independent
6929	air	skateboarder	independent
6930	skateboarder	air	disjoint
6931	concrete	person	disjoint
6932	concrete	snowboard	disjoint
6933	concrete	acrobatics	independent
6934	rail	person	disjoint
6935	rail	snowboard	independent
6936	rail	acrobatics	disjoint
6937	snowboarder	snowboard	synonym
6938	snowboarder	acrobatics	disjoint
6939	long concrete rail	person	disjoint
6940	long concrete rail	snowboard	disjoint
6941	long concrete rail	acrobatics	independent
6942	grinding	doing	forwardentailment
6943	long	on a snowboard	independent
6944	group	city	independent
6945	group	hat	independent
6946	group	sidewalk	independent
6947	group	Four people	independent
6948	group	city sidewalk	independent
6949	group	green hat	independent
6950	hat	city	independent
6951	hat	sidewalk	independent
6952	hat	people	disjoint
6953	hat	Four people	independent
6954	hat	city sidewalk	independent
6955	hat	green hat	reverseentailment
6956	person	city	independent
6957	person	hat	independent
6958	person	sidewalk	independent
6959	person	people	synonym
6960	person	Four people	disjoint
6961	person	city sidewalk	independent
6962	person	green hat	independent
6963	phone	city	independent
6964	phone	hat	disjoint
6965	phone	sidewalk	independent
6966	phone	people	disjoint
6967	phone	Four people	disjoint
6968	phone	city sidewalk	independent
6969	phone	green hat	independent
6970	street	city	independent
6971	street	hat	independent
6972	street	sidewalk	independent
6973	street	Four people	independent
6974	street	city sidewalk	independent
6975	street	green hat	independent
6976	people	city	independent
6977	people	hat	independent
6978	people	sidewalk	independent
6979	people	Four people	independent
6980	people	city sidewalk	independent
6981	people	green hat	independent
6982	green hat	city	independent
6983	green hat	hat	forwardentailment
6984	green hat	sidewalk	independent
6985	green hat	people	independent
6986	green hat	Four people	independent
6987	green hat	city sidewalk	independent
6988	group of people	city	independent
6989	group of people	hat	independent
6990	group of people	sidewalk	independent
6991	group of people	Four people	reverseentailment
6992	group of people	city sidewalk	independent
6993	group of people	green hat	independent
6994	walking	phoning	disjoint
6995	green	along a city sidewalk	independent
6996	on the phone	along a city sidewalk	independent
6997	on the phone	green	independent
6998	surfer	huge wave	independent
6999	wave	huge wave	reverseentailment
7000	big wave	surfer	independent
7001	big wave	wave	forwardentailment
7002	big wave	huge wave	forwardentailment
7003	big	huge	reverseentailment
7004	backpack	jacket	independent
7005	backpack	khaki	independent
7006	backpack	man	independent
7007	backpack	state	disjoint
7008	backpack	pants	disjoint
7009	backpack	European state	independent
7010	backpack	jacket and khaki pants	independent
7011	jacket	khaki	independent
7012	jacket	man	independent
7013	jacket	state	disjoint
7014	jacket	pants	disjoint
7015	jacket	European state	independent
7016	jacket	jacket and khaki pants	independent
7017	person	jacket	independent
7018	person	khaki	independent
7019	person	state	disjoint
7020	person	pants	independent
7021	person	European state	independent
7022	person	jacket and khaki pants	independent
7023	wall	jacket	independent
7024	wall	khaki	independent
7025	wall	man	independent
7026	wall	state	disjoint
7027	wall	pants	disjoint
7028	wall	European state	independent
7029	wall	jacket and khaki pants	disjoint
7030	black backpack	jacket	independent
7031	black backpack	khaki	disjoint
7032	black backpack	man	independent
7033	black backpack	state	disjoint
7034	black backpack	pants	independent
7035	black backpack	European state	independent
7036	black backpack	jacket and khaki pants	independent
7037	red hooded jacket	jacket	forwardentailment
7038	red hooded jacket	khaki	independent
7039	red hooded jacket	man	independent
7040	red hooded jacket	state	independent
7041	red hooded jacket	pants	independent
7042	red hooded jacket	European state	independent
7043	red hooded jacket	jacket and khaki pants	independent
7044	rocky wall	jacket	independent
7045	rocky wall	khaki	independent
7046	rocky wall	man	disjoint
7047	rocky wall	state	independent
7048	rocky wall	pants	disjoint
7049	rocky wall	European state	independent
7050	rocky wall	jacket and khaki pants	independent
7051	near a rocky wall	European	independent
7052	near a rocky wall	red	independent
7053	near a rocky wall	through an European state	independent
7054	black	European	independent
7055	black	red	disjoint
7056	black	through an European state	independent
7057	hooded	European	independent
7058	hooded	red	independent
7059	hooded	through an European state	independent
7060	red	European	independent
7061	red	through an European state	independent
7062	rocky	European	independent
7063	rocky	red	independent
7064	rocky	through an European state	independent
7065	ball	green	independent
7066	ball	man in green	independent
7067	ball	soccer ball	reverseentailment
7068	soccer	ball	independent
7069	soccer	green	independent
7070	soccer	man in green	independent
7071	soccer	soccer ball	independent
7072	players	ball	independent
7073	players	green	independent
7074	players	man	independent
7075	players	man in green	independent
7076	players	soccer ball	independent
7077	soccer ball	ball	forwardentailment
7078	soccer ball	green	independent
7079	soccer ball	soccer	independent
7080	soccer ball	man in green	independent
7081	maneuvering	kicking	independent
7082	maneuvering	rising	independent
7083	for the soccer ball	purple	independent
7084	for the soccer ball	white	independent
7085	front	camera	independent
7086	front	leather	independent
7087	front	shirt	independent
7088	front	chaps	independent
7089	front	black leather chaps	independent
7090	front	purple shirt	independent
7091	leather	camera	independent
7092	leather	man	independent
7093	leather	shirt	disjoint
7094	leather	chaps	reverseentailment
7095	leather	black leather chaps	reverseentailment
7096	leather	purple shirt	disjoint
7097	man	camera	independent
7098	man	leather	independent
7099	man	chaps	independent
7100	man	black leather chaps	independent
7101	man	purple shirt	independent
7102	shirt	camera	independent
7103	shirt	leather	disjoint
7104	shirt	chaps	disjoint
7105	shirt	black leather chaps	disjoint
7106	shirt	purple shirt	reverseentailment
7107	chaps	camera	independent
7108	chaps	leather	forwardentailment
7109	chaps	man	independent
7110	chaps	shirt	disjoint
7111	chaps	black leather chaps	reverseentailment
7112	chaps	purple shirt	independent
7113	lookers	camera	independent
7114	lookers	leather	independent
7115	lookers	man	independent
7116	lookers	shirt	independent
7117	lookers	chaps	independent
7118	lookers	black leather chaps	independent
7119	lookers	purple shirt	independent
7120	front of someone lookers	camera	independent
7121	front of someone lookers	leather	independent
7122	front of someone lookers	man	independent
7123	front of someone lookers	shirt	independent
7124	front of someone lookers	chaps	independent
7125	front of someone lookers	black leather chaps	independent
7126	front of someone lookers	purple shirt	independent
7127	leather chaps	camera	disjoint
7128	leather chaps	leather	forwardentailment
7129	leather chaps	man	independent
7130	leather chaps	shirt	disjoint
7131	leather chaps	chaps	forwardentailment
7132	leather chaps	black leather chaps	reverseentailment
7133	leather chaps	purple shirt	disjoint
