	W1	W2	pred
39830	park	orange shirt	independent
39831	shirt	makeup	disjoint
39832	shirt	orange	disjoint
39833	shirt	others	independent
39834	shirt	clown makeup	disjoint
39835	shirt	orange shirt	reverseentailment
39836	woman	orange	independent
39837	woman	others	independent
39838	woman	clown makeup	disjoint
39839	woman	orange shirt	independent
39840	others	girl	independent
39841	others	makeup	independent
39842	others	orange	independent
39843	others	park	independent
39844	others	clown makeup	independent
39845	others	orange shirt	independent
39846	clown makeup	girl	independent
39847	clown makeup	makeup	forwardentailment
39848	clown makeup	orange	independent
39849	clown makeup	park	disjoint
39850	clown makeup	shirt	disjoint
39851	clown makeup	others	independent
39852	clown makeup	orange shirt	independent
39853	orange shirt	girl	independent
39854	orange shirt	makeup	disjoint
39855	orange shirt	orange	independent
39856	orange shirt	park	independent
39857	orange shirt	shirt	forwardentailment
39858	orange shirt	others	independent
39859	orange shirt	clown makeup	disjoint
39860	clown	in a park	independent
39861	clown	looking on	independent
39862	in a park	clown	independent
39863	in a park	looking on	independent
39864	looking on	clown	independent
39865	looking on	in a park	independent
39866	girl	orange	independent
39867	girl	tie	independent
39868	girl	orange shirt	independent
39869	girl	striped tie	independent
39870	orange	tie	independent
39871	orange	striped tie	independent
39872	shirt	tie	disjoint
39873	shirt	striped tie	disjoint
39874	tie	girl	independent
39875	tie	orange	disjoint
39876	tie	shirt	disjoint
39877	tie	orange shirt	independent
39878	tie	striped tie	reverseentailment
39879	orange shirt	tie	independent
39880	orange shirt	striped tie	independent
39881	striped tie	girl	independent
39882	striped tie	orange	disjoint
39883	striped tie	shirt	independent
39884	striped tie	tie	forwardentailment
39885	striped tie	orange shirt	independent
39886	makeup	tie	disjoint
39887	makeup	striped tie	independent
39888	park	tie	independent
39889	park	striped tie	independent
39890	woman	tie	independent
39891	woman	striped tie	independent
39892	others	tie	independent
39893	others	striped tie	independent
39894	clown makeup	tie	disjoint
39895	clown makeup	striped tie	independent
39896	clown	striped	independent
39897	in a park	striped	independent
39898	looking on	striped	independent
39899	bicycle	jump	independent
39900	bicycle	jump on a bicycle	independent
39901	jump	bicycle	independent
39902	jump	jump on a bicycle	reverseentailment
39903	man	jump on a bicycle	independent
39904	jump on a bicycle	bicycle	independent
39905	jump on a bicycle	cyclist	independent
39906	jump on a bicycle	jump	forwardentailment
39907	bicyclist	trick	independent
39908	bicyclist	wall	disjoint
39909	bicyclist	graffiti	disjoint
39910	bicyclist	wall full of graffiti	disjoint
39911	trick	bicyclist	independent
39912	trick	wall	disjoint
39913	trick	graffiti	disjoint
39914	trick	wall full of graffiti	independent
39915	wall	bicyclist	disjoint
39916	wall	trick	independent
39917	wall	graffiti	independent
39918	wall	wall full of graffiti	independent
39919	heavily graphitized wall	bicyclist	disjoint
39920	heavily graphitized wall	trick	independent
39921	heavily graphitized wall	wall	independent
39922	heavily graphitized wall	graffiti	independent
39923	heavily graphitized wall	wall full of graffiti	reverseentailment
39924	graphitized	performing	disjoint
39925	bicycle	wall	disjoint
39926	bicycle	graffiti	disjoint
39927	bicycle	wall full of graffiti	disjoint
39928	cyclist	wall	disjoint
39929	cyclist	graffiti	disjoint
39930	cyclist	wall full of graffiti	disjoint
39931	jump	bicyclist	independent
39932	jump	wall	disjoint
39933	jump	graffiti	independent
39934	jump	wall full of graffiti	independent
39935	jump on a bicycle	bicyclist	independent
39936	jump on a bicycle	trick	independent
39937	jump on a bicycle	wall	disjoint
39938	jump on a bicycle	graffiti	independent
39939	jump on a bicycle	wall full of graffiti	independent
39940	bicyclist	jump	independent
39941	bicyclist	jump on a bicycle	independent
39942	trick	jump on a bicycle	independent
39943	wall	bicycle	disjoint
39944	wall	cyclist	disjoint
39945	wall	jump on a bicycle	disjoint
39946	clean wall	bicycle	disjoint
39947	clean wall	cyclist	disjoint
39948	clean wall	jump	disjoint
39949	clean wall	jump on a bicycle	disjoint
39950	bicycle	heavily graphitized wall	disjoint
39951	cyclist	heavily graphitized wall	disjoint
39952	jump	heavily graphitized wall	disjoint
39953	jump on a bicycle	heavily graphitized wall	disjoint
39954	performing	graphitized	independent
39955	heavily graphitized wall	bicycle	disjoint
39956	heavily graphitized wall	cyclist	disjoint
39957	heavily graphitized wall	jump	independent
39958	heavily graphitized wall	jump on a bicycle	disjoint
39959	cat	infant	disjoint
39960	cat	dog to an infant	disjoint
39961	infant	dog	disjoint
39962	infant	woman	disjoint
39963	infant	dog to an infant	independent
39964	woman	infant	disjoint
39965	woman	dog to an infant	disjoint
39966	cat to an infant	dog	disjoint
39967	cat to an infant	infant	forwardentailment
39968	cat to an infant	woman	disjoint
39969	cat to an infant	dog to an infant	disjoint
39970	dog	sidewalk	independent
39971	girl	dog	disjoint
39972	crouching	sitting	disjoint
39973	crouching	smiling	independent
39974	sitting	crouching	disjoint
39975	smiling	crouching	independent
39976	next	little	independent
39977	next	on the sidewalk	independent
39978	young	on the sidewalk	independent
39979	on the sidewalk	next	independent
39980	little	next	independent
39981	little	on the sidewalk	independent
39982	infant	girl	disjoint
39983	infant	sidewalk	disjoint
39984	dog to an infant	dog	independent
39985	dog to an infant	girl	disjoint
39986	dog to an infant	sidewalk	disjoint
39987	dog to an infant	woman	disjoint
39988	showing	crouching	independent
39989	showing	smiling	independent
39990	small	on the sidewalk	independent
39991	dog	infant	disjoint
39992	dog	dog to an infant	independent
39993	girl	infant	independent
39994	girl	dog to an infant	independent
39995	man	infant	disjoint
39996	man	dog to an infant	disjoint
39997	sidewalk	infant	disjoint
39998	sidewalk	dog to an infant	disjoint
39999	crouching	showing	independent
40000	sitting	showing	independent
40001	smiling	showing	independent
40002	on the sidewalk	small	independent
40003	puppy to an infant	dog	independent
40004	puppy to an infant	girl	disjoint
40005	puppy to an infant	sidewalk	disjoint
40006	puppy to an infant	woman	disjoint
40007	puppy	little	independent
40008	puppy	next	independent
40009	puppy	on the sidewalk	independent
40010	dog	cat to an infant	disjoint
40011	girl	cat	disjoint
40012	girl	cat to an infant	independent
40013	sidewalk	cat	independent
40014	sidewalk	cat to an infant	disjoint
40015	woman	cat to an infant	disjoint
40016	dog	huge stick	disjoint
40017	grass	stick	independent
40018	grass	black and white dog	independent
40019	grass	huge stick	disjoint
40020	stick	grass	disjoint
40021	stick	green grass	independent
40022	stick	huge stick	independent
40023	black and white dog	grass	independent
40024	black and white dog	green grass	independent
40025	black and white dog	huge stick	disjoint
40026	green grass	stick	independent
40027	green grass	black and white dog	independent
40028	green grass	huge stick	independent
40029	small stick	dog	independent
40030	small stick	grass	independent
40031	small stick	stick	forwardentailment
40032	small stick	black and white dog	independent
40033	small stick	green grass	independent
40034	small stick	huge stick	disjoint
40035	on the green grass	black	independent
40036	on the green grass	huge	independent
40037	black	on the green grass	independent
40038	black	huge	independent
40039	green	huge	independent
40040	small	huge	disjoint
40041	white	on the green grass	independent
40042	white	huge	independent
40043	dog	branch	independent
40044	dog	large branch	independent
40045	grass	branch	independent
40046	grass	large branch	independent
40047	stick	branch	independent
40048	stick	field	independent
40049	stick	large branch	independent
40050	big stick	branch	independent
40051	big stick	dog	disjoint
40052	big stick	field	independent
40053	big stick	large branch	independent
40054	black and white dog	branch	independent
40055	black and white dog	field	independent
40056	black and white dog	large branch	independent
40057	green grass	branch	independent
40058	green grass	large branch	independent
40059	on the green grass	in the field	independent
40060	on the green grass	large	independent
40061	big	in the field	independent
40062	black	in the field	independent
40063	green	in the field	independent
40064	white	in the field	independent
40065	small stick	branch	independent
40066	small stick	field	independent
40067	small stick	large branch	disjoint
40068	small	in the field	independent
40069	barefoot	girl	independent
40070	barefoot	hill	disjoint
40071	barefoot	sandy	independent
40072	barefoot	sandy hill	independent
40073	barefoot	striped shirt	independent
40074	boy	barefoot	independent
40075	boy	sandy	independent
40076	boy	sandy hill	independent
40077	hill	barefoot	independent
40078	hill	girl	independent
40079	hill	shirt	independent
40080	hill	striped shirt	independent
40081	sandy	barefoot	independent
40082	sandy	girl	independent
40083	sandy	shirt	independent
40084	sandy	striped shirt	independent
40085	shirt	barefoot	independent
40086	shirt	hill	independent
40087	shirt	sandy	independent
40088	shirt	sandy hill	independent
40089	sandy hill	barefoot	independent
40090	sandy hill	girl	independent
40091	sandy hill	shirt	independent
40092	sandy hill	striped shirt	independent
40093	striped shirt	barefoot	independent
40094	striped shirt	girl	independent
40095	striped shirt	hill	independent
40096	striped shirt	sandy	independent
40097	striped shirt	sandy hill	independent
40098	on the sandy hill	striped	independent
40099	striped	on the sandy hill	independent
40100	grass	sand	disjoint
40101	through the grass	through the sand	disjoint
40102	barefoot	beach	independent
40103	barefoot	boy	independent
40104	hill	beach	disjoint
40105	sandy	boy	independent
40106	sandy hill	beach	disjoint
40107	sandy hill	boy	independent
40108	striped shirt	beach	independent
40109	on the sandy hill	on the beach	disjoint
40110	striped	on the beach	independent
40111	grass	barefoot	independent
40112	grass	sandy	disjoint
40113	grass	sandy hill	disjoint
40114	grass	striped shirt	disjoint
40115	through the grass	on the sandy hill	disjoint
40116	through the grass	striped	independent
40117	barefoot	sand	disjoint
40118	hill	sand	disjoint
40119	shirt	sand	independent
40120	sandy hill	sand	independent
40121	striped shirt	sand	independent
40122	on the sandy hill	through the sand	independent
40123	striped	through the sand	independent
40124	sand	barefoot	independent
40125	sand	hill	independent
40126	sand	shirt	independent
40127	sand	sandy hill	independent
40128	sand	striped shirt	independent
40129	through the sand	on the sandy hill	independent
40130	through the sand	striped	independent
40131	motorcycle	racing	independent
40132	motorcycle	racing motorcycle	reverseentailment
40133	racer	racing	independent
40134	racer	racing motorcycle	independent
40135	racing	man	independent
40136	racing	motorcycle	independent
40137	racing	racing motorcycle	independent
40138	racing motorcycle	man	independent
40139	racing motorcycle	motorcycle	forwardentailment
40140	racing motorcycle	racing	independent
40141	bike	racer	independent
40142	bike	motorcycle racer	independent
40143	bike	red and black bike	reverseentailment
40144	motorcycle	motorcycle racer	independent
40145	motorcycle	red and black bike	independent
40146	racer	bike	independent
40147	racer	motorcycle racer	reverseentailment
40148	racer	red and black bike	independent
40149	motorcycle racer	bike	independent
40150	motorcycle racer	motorcycle	independent
40151	motorcycle racer	racer	forwardentailment
40152	motorcycle racer	red and black bike	independent
40153	red and black bike	bike	forwardentailment
40154	red and black bike	motorcycle	independent
40155	red and black bike	racer	independent
40156	red and black bike	motorcycle racer	independent
40157	bike	racing motorcycle	reverseentailment
40158	motorcycle	woman	independent
40159	racer	woman	independent
40160	motorcycle racer	racing	independent
40161	motorcycle racer	woman	independent
40162	motorcycle racer	racing motorcycle	independent
40163	red and black bike	racing	independent
40164	red and black bike	woman	independent
40165	red and black bike	racing motorcycle	independent
40166	black	on a racing motorcycle	independent
40167	red	on a racing motorcycle	independent
40168	motorcycle racer	man	independent
40169	red and black bike	man	independent
40170	practice	man	independent
40171	practice	target	independent
40172	practice	target practice	reverseentailment
40173	target	practice	independent
40174	target	target practice	independent
40175	woman	practice	independent
40176	woman	target practice	independent
40177	target practice	man	independent
40178	target practice	practice	forwardentailment
40179	target practice	target	independent
40180	gun	practice	independent
40181	gun	target	independent
40182	gun	target practice	independent
40183	protection	practice	disjoint
40184	protection	target	disjoint
40185	protection	woman	independent
40186	protection	target practice	disjoint
40187	range	practice	independent
40188	range	target	disjoint
40189	range	woman	independent
40190	range	target practice	independent
40191	shooting	practice	independent
40192	shooting	target	independent
40193	shooting	woman	independent
40194	shooting	target practice	independent
40195	ear protection	practice	independent
40196	ear protection	target	disjoint
40197	ear protection	woman	independent
40198	ear protection	target practice	independent
40199	indoor shooting range	practice	independent
40200	indoor shooting range	target	independent
40201	indoor shooting range	woman	independent
40202	indoor shooting range	target practice	independent
40203	wearing	shooting	independent
40204	ear	at target practice	independent
40205	indoor	at target practice	independent
40206	wearing	firing	disjoint
40207	boy	tongue	independent
40208	camera	tongue	disjoint
40209	camera	little boy	independent
40210	tongue	boy	independent
40211	tongue	camera	disjoint
40212	tongue	little boy	independent
40213	little boy	camera	independent
40214	little boy	tongue	independent
40215	looking	sticking	independent
40216	sticking	looking	independent
40217	little	for the camera	independent
40218	for the camera	little	independent
40219	boys	tongue	independent
40220	boys	little boy	reverseentailment
40221	Two young boys	boy	independent
40222	Two young boys	camera	independent
40223	Two young boys	tongue	independent
40224	Two young boys	little boy	independent
40225	at the camera	little	independent
40226	at the camera	for the camera	synonym
40227	girl	tongue	independent
40228	Two young girl	boy	disjoint
40229	Two young girl	camera	independent
40230	Two young girl	tongue	independent
40231	Two young girl	little boy	disjoint
40232	boy	Two young boys	independent
40233	camera	Two young boys	independent
40234	tongue	boys	independent
40235	tongue	Two young boys	independent
40236	little boy	boys	forwardentailment
40237	little boy	Two young boys	independent
40238	little	at the camera	independent
40239	for the camera	young	independent
40240	for the camera	at the camera	synonym
40241	ball	concrete	disjoint
40242	concrete	ball	disjoint
40243	concrete	dog	independent
40244	dog	concrete	independent
40245	blue ball	concrete	disjoint
40246	blue	on concrete	independent
40247	concrete	blue ball	independent
40248	standing	running	disjoint
40249	on concrete	blue	independent
40250	mouth	concrete	disjoint
40251	mouth	blue ball	independent
40252	toy	concrete	disjoint
40253	toy	blue ball	independent
40254	colorful toy	ball	independent
40255	colorful toy	concrete	disjoint
40256	colorful toy	dog	independent
40257	colorful toy	blue ball	independent
40258	small dog	ball	independent
40259	small dog	concrete	independent
40260	small dog	blue ball	disjoint
40261	in its mouth	blue	independent
40262	in its mouth	on concrete	disjoint
40263	colorful	on concrete	independent
40264	outside	blue	independent
40265	outside	on concrete	independent
40266	small	blue	independent
40267	small	on concrete	independent
40268	ball	colorful toy	independent
40269	concrete	mouth	independent
40270	concrete	toy	disjoint
40271	concrete	colorful toy	independent
40272	concrete	large dog	disjoint
40273	dog	colorful toy	independent
40274	blue ball	mouth	independent
40275	blue ball	toy	independent
40276	blue ball	colorful toy	independent
40277	blue ball	large dog	disjoint
40278	holding	walking	disjoint
40279	blue	in its mouth	independent
40280	blue	outside	independent
40281	on concrete	in its mouth	disjoint
40282	on concrete	colorful	independent
40283	on concrete	large	independent
40284	on concrete	outside	independent
40285	city	trumpet	disjoint
40286	fountain	trumpet	disjoint
40287	girl	trumpet	disjoint
40288	shirt	trumpet	disjoint
40289	city fountain	trumpet	disjoint
40290	little girl	trumpet	disjoint
40291	yellow shirt	trumpet	independent
40292	boy	bowl	independent
40293	boy	vegetables	independent
40294	bridge	bowl	disjoint
40295	bridge	person	disjoint
40296	bridge	vegetables	independent
40297	walking	stirring	disjoint
40298	across a bridge	in a bowl	disjoint
40299	bottle	guitar	disjoint
40300	child	guitar	disjoint
40301	blond child	guitar	disjoint
40302	yellow bottle	guitar	disjoint
40303	rope	hand	disjoint
40304	rope	mask	independent
40305	climbing	raised	independent
40306	cub	dogs	independent
40307	cub	Two dogs	disjoint
40308	tiger	dogs	disjoint
40309	tiger	Two dogs	disjoint
40310	tiger cub	dogs	disjoint
40311	tiger cub	Two dogs	disjoint
40312	roaring	playing	independent
40313	pot	trumpet	disjoint
40314	water	trumpet	disjoint
40315	eggs	trumpet	disjoint
40316	two eggs	man	independent
40317	two eggs	trumpet	disjoint
40318	taking	playing	disjoint
40319	bamboo	bicycle	disjoint
40320	bamboo	wheel	disjoint
40321	bamboo	man on a bicycle	disjoint
40322	bamboo	one wheel	disjoint
40323	panda	bicycle	disjoint
40324	panda	wheel	disjoint
40325	panda	man on a bicycle	disjoint
40326	panda	one wheel	disjoint
40327	eating bamboo	bicycle	disjoint
40328	eating bamboo	man	independent
40329	eating bamboo	wheel	disjoint
40330	eating bamboo	man on a bicycle	disjoint
40331	eating bamboo	one wheel	disjoint
40332	eating	on one wheel	independent
40333	rack	air	disjoint
40334	rack	country	disjoint
40335	rack	dog	disjoint
40336	rack	air in the country	independent
40337	woman	air	independent
40338	woman	country	disjoint
40339	woman	air in the country	independent
40340	Skewers	air	disjoint
40341	Skewers	country	disjoint
40342	Skewers	dog	disjoint
40343	Skewers	air in the country	independent
40344	placed	jumping	independent
40345	by a woman	high	independent
40346	onto a rack	high	independent
40347	barefoot	bicycle	disjoint
40348	barefoot	helmet	disjoint
40349	barefoot	lot	independent
40350	barefoot	parking	independent
40351	barefoot	woman	independent
40352	barefoot	blue helmet	independent
40353	barefoot	parking lot	independent
40354	boy	lot	independent
40355	boy	parking	independent
40356	boy	blue helmet	independent
40357	boy	parking lot	independent
40358	hill	bicycle	independent
40359	hill	helmet	independent
40360	hill	lot	independent
40361	hill	parking	disjoint
40362	hill	woman	independent
40363	hill	blue helmet	independent
40364	hill	parking lot	disjoint
40365	sandy	bicycle	independent
40366	sandy	helmet	independent
40367	sandy	lot	independent
40368	sandy	parking	independent
40369	sandy	woman	independent
40370	sandy	blue helmet	independent
40371	sandy	parking lot	independent
40372	shirt	bicycle	disjoint
40373	shirt	helmet	disjoint
40374	shirt	lot	independent
40375	shirt	parking	independent
40376	shirt	blue helmet	independent
40377	shirt	parking lot	independent
40378	sandy hill	bicycle	independent
40379	sandy hill	helmet	independent
40380	sandy hill	lot	independent
40381	sandy hill	parking	disjoint
40382	sandy hill	woman	independent
40383	sandy hill	blue helmet	independent
40384	sandy hill	parking lot	disjoint
40385	striped shirt	bicycle	disjoint
40386	striped shirt	helmet	disjoint
40387	striped shirt	lot	independent
40388	striped shirt	parking	independent
40389	striped shirt	woman	independent
40390	striped shirt	blue helmet	independent
40391	striped shirt	parking lot	independent
40392	running	riding	disjoint
40393	on the sandy hill	in a parking lot	disjoint
40394	on the sandy hill	blue	independent
40395	striped	in a parking lot	independent
40396	striped	blue	independent
40397	beach	microwave	disjoint
40398	beach	buttons	independent
40399	beach	buttons of a microwave	disjoint
40400	dog	microwave	disjoint
40401	dog	buttons	disjoint
40402	dog	buttons of a microwave	disjoint
40403	snow	man	independent
40404	snow	microwave	disjoint
40405	snow	buttons	independent
40406	snow	buttons of a microwave	disjoint
40407	beach covered by snow	man	disjoint
40408	beach covered by snow	microwave	disjoint
40409	beach covered by snow	buttons	disjoint
40410	beach covered by snow	buttons of a microwave	disjoint
40411	covered	pushed	independent
40412	by snow	by a man	independent
40413	lion	carrot	disjoint
40414	lion	person	disjoint
40415	lion	pieces	independent
40416	lion	carrot into pieces	disjoint
40417	moving	slicing	independent
40418	potato	motorcycle	disjoint
40419	potato	man riding a motorcycle	disjoint
40420	woman	motorcycle	disjoint
40421	woman	man riding a motorcycle	disjoint
40422	poking	riding	independent
40423	dog	guitar	disjoint
40424	grass	guitar	disjoint
40425	green grass	guitar	disjoint
40426	green grass	man	independent
40427	man	white onion	independent
40428	violin	onion	disjoint
40429	violin	white onion	disjoint
40430	playing	cutting	independent
40431	city	hand	independent
40432	city	boards	independent
40433	city	boards with his hand	disjoint
40434	jam	hand	independent
40435	jam	man	independent
40436	jam	boards	independent
40437	jam	boards with his hand	independent
40438	traffic	hand	independent
40439	traffic	man	independent
40440	traffic	boards	independent
40441	traffic	boards with his hand	independent
40442	Pedestrians	hand	independent
40443	Pedestrians	man	independent
40444	Pedestrians	boards	independent
40445	Pedestrians	boards with his hand	disjoint
40446	cars	hand	independent
40447	cars	man	independent
40448	cars	boards	disjoint
40449	cars	boards with his hand	disjoint
40450	Pedestrians and cars	hand	independent
40451	Pedestrians and cars	man	independent
40452	Pedestrians and cars	boards	independent
40453	Pedestrians and cars	boards with his hand	disjoint
40454	big city	hand	independent
40455	big city	boards	independent
40456	big city	boards with his hand	independent
40457	traffic jam	hand	independent
40458	traffic jam	man	independent
40459	traffic jam	boards	disjoint
40460	traffic jam	boards with his hand	disjoint
40461	moving	breaking	reverseentailment
40462	big	wooden	independent
40463	boy	background	independent
40464	boy	mountain	disjoint
40465	boy	clouds	disjoint
40466	boy	gray clouds	independent
40467	boy	rocky mountain	disjoint
40468	fountain	background	independent
40469	fountain	man	independent
40470	fountain	mountain	disjoint
40471	fountain	clouds	disjoint
40472	fountain	gray clouds	disjoint
40473	fountain	rocky mountain	disjoint
40474	opening	background	disjoint
40475	opening	man	independent
40476	opening	mountain	independent
40477	opening	clouds	disjoint
40478	opening	gray clouds	independent
40479	opening	rocky mountain	independent
40480	opening of a fountain	background	independent
40481	opening of a fountain	man	independent
40482	opening of a fountain	mountain	disjoint
40483	opening of a fountain	clouds	disjoint
40484	opening of a fountain	gray clouds	disjoint
40485	opening of a fountain	rocky mountain	disjoint
40486	next	gray	independent
40487	next	rocky	independent
40488	next	in the background	independent
40489	next	on a rocky mountain	independent
40490	guitar	weights	disjoint
40491	song	weights	independent
40492	woman	weights	independent
40493	seated woman	man	disjoint
40494	seated woman	weights	independent
40495	playing	lifting	independent
40496	singing	lifting	disjoint
40497	seated	lifting	independent
40498	girl	tennis	independent
40499	girl	red dog	disjoint
40500	girl	tennis ball	disjoint
40501	woman	tennis	independent
40502	woman	red dog	disjoint
40503	woman	tennis ball	disjoint
40504	standing	catching	independent
40505	swinging	catching	disjoint
40506	swinging	jumping	disjoint
40507	chop	bowl	disjoint
40508	chop	lady	independent
40509	chop	eggs	disjoint
40510	chop	raw eggs	disjoint
40511	pork	bowl	independent
40512	pork	lady	independent
40513	pork	eggs	disjoint
40514	pork	raw eggs	disjoint
40515	woman	raw eggs	independent
40516	breaded pork chop	bowl	disjoint
40517	breaded pork chop	lady	disjoint
40518	breaded pork chop	eggs	disjoint
40519	breaded pork chop	raw eggs	disjoint
40520	frying	breaking	disjoint
40521	breaded	into a bowl	independent
40522	breaded	raw	disjoint
40523	drums	bird	disjoint
40524	drums	tree	disjoint
40525	drums	black bird	disjoint
40526	drums	leafless tree	disjoint
40527	daughter	dog	disjoint
40528	daughter	leaves	independent
40529	daughter	fallen leaves	independent
40530	daughter	white dog	disjoint
40531	father	dog	disjoint
40532	father	leaves	independent
40533	father	fallen leaves	independent
40534	father	white dog	independent
40535	girl	leaves	independent
40536	girl	fallen leaves	independent
40537	girl	white dog	independent
40538	go-kart	dog	disjoint
40539	go-kart	leaves	disjoint
40540	go-kart	fallen leaves	disjoint
40541	go-kart	white dog	disjoint
40542	pushing	standing	disjoint
40543	on a go-kart	fallen	disjoint
40544	on a go-kart	white	independent
40545	on a go-kart	on fallen leaves	disjoint
40546	lawn	field	disjoint
40547	lawn	volleyball	disjoint
40548	lawn	black and white dog	independent
40549	lawn	brown field	independent
40550	lawn	tattered volleyball	independent
40551	man	volleyball	disjoint
40552	man	black and white dog	independent
40553	man	brown field	independent
40554	man	tattered volleyball	independent
40555	mowing	playing	disjoint
40556	car	football	disjoint
40557	car	official	disjoint
40558	car	playing	independent
40559	car	official carrying a football	disjoint
40560	car	playing football	disjoint
40561	man	official	independent
40562	man	official carrying a football	independent
40563	man	playing football	independent
40564	white car	football	disjoint
40565	white car	official	independent
40566	white car	playing	independent
40567	white car	official carrying a football	disjoint
40568	white car	playing football	disjoint
40569	driven	carrying	independent
40570	driven	running	independent
40571	fish	sand	disjoint
40572	fish	bikinis	disjoint
40573	fish	women	disjoint
40574	fish	Two women	disjoint
40575	woman	sand	independent
40576	woman	bikinis	independent
40577	woman	Two women	independent
40578	frying fish	sand	disjoint
40579	frying fish	bikinis	disjoint
40580	frying fish	women	independent
40581	frying fish	Two women	disjoint
40582	frying	on the sand	disjoint
40583	surfer	shoe	independent
40584	surfer	man tying a shoe	disjoint
40585	wave	shoe	independent
40586	wave	man tying a shoe	disjoint
40587	riding	tying	disjoint
40588	dog	building	disjoint
40589	dog	construction	disjoint
40590	dog	top	disjoint
40591	dog	workers	disjoint
40592	dog	Two construction workers	disjoint
40593	dog	top of a building	disjoint
40594	big dog	building	disjoint
40595	big dog	construction	disjoint
40596	big dog	top	disjoint
40597	big dog	workers	independent
40598	big dog	Two construction workers	disjoint
40599	big dog	top of a building	disjoint
40600	small white dog	building	disjoint
40601	small white dog	construction	independent
40602	small white dog	top	independent
40603	small white dog	workers	independent
40604	small white dog	Two construction workers	disjoint
40605	small white dog	top of a building	disjoint
40606	group	face	disjoint
40607	sign	face	disjoint
40608	sign	woman	independent
40609	people	face	independent
40610	group of people	face	independent
40611	group of people	man	independent
40612	group of people	woman	independent
40613	carrying	cleaning	independent
40614	following	cleaning	independent
40615	woman	shirtless man	disjoint
40616	eggs	girl	independent
40617	eggs	park	independent
40618	eggs	shirtless man	disjoint
40619	breaking	hiking	disjoint
40620	breaking	posing	disjoint
40621	couch	cow	disjoint
40622	couch	hay	disjoint
40623	couch	eating hay	disjoint
40624	man	cow	independent
40625	man	hay	independent
40626	man	eating hay	independent
40627	pencil	cow	disjoint
40628	pencil	hay	disjoint
40629	pencil	eating hay	disjoint
40630	tattoos	cow	disjoint
40631	tattoos	hay	disjoint
40632	tattoos	eating hay	disjoint
40633	man with tattoos	cow	disjoint
40634	man with tattoos	hay	disjoint
40635	man with tattoos	eating hay	disjoint
40636	for a pencil	eating	disjoint
40637	on a couch	eating	independent
40638	hill	meat	independent
40639	sky	meat	disjoint
40640	sky	woman	independent
40641	men	meat	independent
40642	mountains	meat	independent
40643	mountains	woman	independent
40644	Three men	meat	independent
40645	Three men	woman	disjoint
40646	mountains and sky	meat	disjoint
40647	mountains and sky	woman	disjoint
40648	looking	stitched	independent
40649	sitting	stitched	independent
40650	on a hill	by a woman	independent
40651	men	couple	independent
40652	men	game	independent
40653	men	video	independent
40654	men	couple of boys	reverseentailment
40655	men	video game	independent
40656	Two men	couple	independent
40657	Two men	game	independent
40658	Two men	video	independent
40659	Two men	boys	independent
40660	Two men	couple of boys	reverseentailment
40661	Two men	video game	disjoint
40662	bench	soccer	disjoint
40663	Two people	soccer	independent
40664	buckets	bridge	independent
40665	rags	bridge	independent
40666	buckets of rags	bridge	independent
40667	next	across a bridge	independent
40668	ground	gun	independent
40669	ground	squirt	independent
40670	ground	squirt gun	disjoint
40671	motorcycle	child	disjoint
40672	motorcycle	gun	disjoint
40673	motorcycle	squirt	disjoint
40674	motorcycle	squirt gun	disjoint
40675	wheelie	child	independent
40676	wheelie	gun	disjoint
40677	wheelie	squirt	disjoint
40678	wheelie	squirt gun	disjoint
40679	motorcycle on ground	child	disjoint
40680	motorcycle on ground	gun	disjoint
40681	motorcycle on ground	squirt	disjoint
40682	motorcycle on ground	squirt gun	disjoint
40683	doing	holding	disjoint
40684	guitar	ceiling	disjoint
40685	guitar	famous singer	independent
40686	man	singer	independent
40687	man	famous singer	independent
40688	woman	climbing wall	independent
40689	woman	fearful little boy	disjoint
40690	surfing	climbing	disjoint
40691	bike	adults	independent
40692	bike	steps	independent
40693	bike	Five adults	disjoint
40694	bike	stone steps	independent
40695	dirt	stone	disjoint
40696	dirt	adults	independent
40697	dirt	steps	disjoint
40698	dirt	Five adults	independent
40699	dirt	stone steps	disjoint
40700	rider	stone	disjoint
40701	rider	adults	independent
40702	rider	steps	independent
40703	rider	Five adults	independent
40704	rider	stone steps	independent
40705	uniform	stone	independent
40706	uniform	adults	independent
40707	uniform	steps	independent
40708	uniform	Five adults	independent
40709	uniform	stone steps	independent
40710	black and red uniform	stone	independent
40711	black and red uniform	adults	independent
40712	black and red uniform	steps	independent
40713	black and red uniform	Five adults	independent
40714	black and red uniform	stone steps	independent
40715	dirt bike	stone	disjoint
40716	dirt bike	adults	independent
40717	dirt bike	steps	disjoint
40718	dirt bike	Five adults	disjoint
40719	dirt bike	stone steps	independent
40720	black	on stone steps	independent
40721	red	on stone steps	independent
40722	on a dirt bike	on stone steps	disjoint
40723	man	slide	independent
40724	man	blond child	disjoint
40725	piano	child	independent
40726	piano	slide	disjoint
40727	piano	arms	independent
40728	piano	blond child	independent
40729	being	throwing	disjoint
40730	played	going	independent
40731	played	throwing	independent
40732	by a man	blond	independent
40733	cat	city	independent
40734	cat	view	independent
40735	cat	view of a city	disjoint
40736	watermelon	city	independent
40737	watermelon	view	independent
40738	watermelon	woman	independent
40739	watermelon	view of a city	disjoint
40740	car	boy	independent
40741	car	ocean	disjoint
40742	car	waves	disjoint
40743	car	ocean waves	disjoint
