CombID	label	meta	preds	pred
245	disjoint	add	[0.8083782196044922, -0.3581278324127197, -0.6835426688194275, 0.42764222621917725, 0.11245407909154892, -0.7248428463935852, -0.7090206742286682, -0.36248326301574707, 0.9804480075836182, -0.04954337328672409, 0.08343755453824997, -0.27372580766677856, 0.23036494851112366, -1.6429123878479004, 1.0784342288970947, -1.5435248613357544, -1.5096198320388794, 3.2490439414978027, -0.7395912408828735, -2.936673879623413, 3.611645221710205, -0.9753311276435852, -1.2034847736358643, 2.158888101577759, 1.4388678073883057, 1.4942690134048462, -2.7590670585632324, 0.6687509417533875, 2.1972758769989014, -2.496407985687256, -0.22038209438323975, 1.3079880475997925, -1.0278348922729492, -1.272645354270935, 1.996973991394043, -0.47883573174476624, -1.1550264358520508, -2.2186355590820312, 3.3765103816986084, -2.1364104747772217, -1.5124880075454712, 4.061568260192871, -2.030754804611206, -1.419938564300537, 3.708489179611206, -2.9925553798675537, -0.7839097380638123, 4.3607892990112305, -2.4913222789764404, -2.0159425735473633, 5.071625709533691, -1.5339152812957764, -0.6791480779647827, 2.3672940731048584]	disjoint
246	reverseentailment	org	[-0.5099069476127625, 2.8732168674468994, -1.8184893131256104, 1.7958320379257202, 1.5148212909698486, -3.1815099716186523, 0.5255518555641174, 2.8626580238342285, -2.8343868255615234, 3.905489683151245, -0.5913175344467163, -3.256476640701294, 0.7866955995559692, 2.8497633934020996, -3.056612968444824, 4.7030029296875, -0.947028636932373, -3.5819034576416016, -2.3254234790802, 4.397697448730469, -1.4654582738876343, 4.821429252624512, -2.5809412002563477, -2.234403133392334, 0.18290311098098755, 3.6332454681396484, -3.0530240535736084, 2.737482786178589, 0.49997425079345703, -3.1259801387786865, 0.3473528325557709, 3.4913501739501953, -3.0895698070526123, 4.567235946655273, -1.1290981769561768, -3.258101463317871, -0.7674705982208252, 0.5071982741355896, 0.20244842767715454, 3.128941535949707, -1.350313663482666, -1.881103754043579, 0.3272032141685486, -0.2531319856643677, -0.2981191873550415, 3.572126626968384, -1.6589734554290771, -2.026116132736206, -0.5111411213874817, -0.48623520135879517, 0.8112255334854126, 1.1174274682998657, -1.327772617340088, -0.18437141180038452]	reverseentailment
247	independent	add	[0.1007472574710846, 2.9644718170166016, -2.530804395675659, -3.0301616191864014, 4.500361442565918, -0.7017821073532104, -0.616398274898529, 2.677379608154297, -1.6298630237579346, -1.7442466020584106, 3.2934553623199463, -1.022701621055603, -0.49342629313468933, 2.5050227642059326, -1.6619449853897095, -3.0708630084991455, 4.125060081481934, -0.40957537293434143, -1.7125070095062256, 2.2056686878204346, -0.232390359044075, 0.3870880603790283, -1.9584040641784668, 1.1870834827423096, -0.41154640913009644, 4.03888463973999, -2.783006191253662, -1.1168091297149658, 5.029026031494141, -2.97003173828125, -1.5030531883239746, 3.3609375953674316, -1.3158849477767944, -1.0725104808807373, 2.4255309104919434, -1.0351285934448242, -1.9730503559112549, 1.344341516494751, 0.811326265335083, -2.2083566188812256, 0.6809521913528442, 1.8796312808990479, -2.63952898979187, 4.092297077178955, -0.8692421913146973, -2.6459391117095947, 2.8897976875305176, 0.1696566939353943, -1.5918561220169067, 2.2948226928710938, -0.38692808151245117, -2.7076127529144287, 1.6307868957519531, 1.4789583683013916]	independent
248	reverseentailment	add	[0.006307579576969147, 3.019227981567383, -2.4402456283569336, 3.400951862335205, 0.22834475338459015, -3.53613543510437, -0.9169629812240601, 4.497187614440918, -2.6801705360412598, 2.110837697982788, 0.25963982939720154, -2.467067241668701, -1.19892418384552, 4.250497817993164, -2.2138733863830566, 5.03391170501709, -1.3641589879989624, -3.4814453125, -1.8351855278015137, 3.9012396335601807, -1.4246139526367188, 5.098976135253906, -2.5076098442077637, -2.5159616470336914, -1.1669615507125854, 4.428584098815918, -2.402556896209717, 2.670677900314331, 0.3834812641143799, -2.984269142150879, -1.4443144798278809, 3.1467361450195312, -1.1665561199188232, 4.270486831665039, -1.708985447883606, -2.5062131881713867, -2.974616765975952, 1.4240589141845703, 1.8449456691741943, 2.6075127124786377, -1.5087946653366089, -1.3236457109451294, -2.4069325923919678, 2.126926898956299, 0.5599822998046875, 3.932527780532837, -1.2590065002441406, -2.695010185241699, -1.9335763454437256, 0.35087406635284424, 1.8077311515808105, -0.7188284397125244, -1.897462010383606, 2.393777370452881]	reverseentailment
249	reverseentailment	org	[0.177792489528656, 0.6857381463050842, -0.9413222074508667, 2.4929990768432617, 0.33500030636787415, -2.8832130432128906, 2.087127447128296, 1.1157362461090088, -3.0061697959899902, 3.989992380142212, -0.5470951795578003, -3.3520209789276123, 2.046123743057251, 1.8126161098480225, -3.505797863006592, 4.383009910583496, -0.7672331929206848, -3.506920576095581, -0.2614988088607788, 0.010883594863116741, 0.09806819260120392, 4.660666465759277, -2.393545627593994, -2.2666120529174805, 1.9148552417755127, 1.3414270877838135, -3.056267261505127, 3.0596024990081787, 0.43250608444213867, -3.362926959991455, 2.142646074295044, 1.0089608430862427, -3.000291109085083, 4.082059860229492, -0.9413490295410156, -3.0540058612823486, 1.4055112600326538, 0.4131673574447632, -1.90766179561615, 1.0341402292251587, -0.8719601631164551, -0.4943149983882904, 2.0415422916412354, -0.545439600944519, -1.654616355895996, 2.033935546875, -1.3513484001159668, -0.9588074684143066, 0.3212135434150696, 1.021385669708252, -1.3080823421478271, 2.915759563446045, -0.4221603274345398, -2.54512619972229]	reverseentailment
250	reverseentailment	add	[0.04575540870428085, 1.391451120376587, -1.3323402404785156, -0.2662680149078369, 2.6080374717712402, -2.0647380352020264, -0.9478676915168762, 2.807081699371338, -1.5233690738677979, 0.4200565814971924, -1.1812546253204346, 0.3929728865623474, -0.5051649808883667, 1.6476445198059082, -0.9691022634506226, 4.359918594360352, -0.5618022680282593, -3.6522068977355957, -1.2863330841064453, 2.621781587600708, -1.0486845970153809, 4.822109222412109, -2.610663652420044, -2.1960790157318115, -0.14124202728271484, 3.5221400260925293, -2.7144551277160645, 3.498082399368286, -0.22963188588619232, -3.1634621620178223, -1.2501904964447021, 2.9527392387390137, -1.2709071636199951, 3.1104495525360107, -0.8497574329376221, -2.3203492164611816, -1.6055116653442383, 0.14837796986103058, 1.6683566570281982, 0.08171599358320236, -1.845027208328247, 1.3611671924591064, -0.8918009996414185, 0.8805280327796936, 0.07119658589363098, 0.6578273773193359, -1.3335492610931396, 0.3166632056236267, -0.8027940988540649, -0.33431169390678406, 1.0792735815048218, 0.38615745306015015, -1.7664592266082764, 0.9775304794311523]	independent
251	reverseentailment	add	[-0.11944091320037842, 1.1696834564208984, -0.9496669769287109, 0.7175310254096985, 1.3611433506011963, -2.1147212982177734, -0.7110117077827454, 3.8747315406799316, -2.455794095993042, 2.4619624614715576, -0.5805869698524475, -2.042570114135742, -0.055729761719703674, 2.9471802711486816, -2.3641157150268555, 4.232892036437988, -0.6310519576072693, -3.4838340282440186, -0.3675888776779175, 1.6239426136016846, -1.167090654373169, 5.033949851989746, -2.426413059234619, -2.5218074321746826, 1.1161856651306152, 2.0225250720977783, -2.7750749588012695, 3.5740511417388916, -0.35270076990127563, -3.1179895401000977, -0.21860966086387634, 1.9111558198928833, -1.4913182258605957, 3.970290422439575, -1.163996696472168, -2.745817184448242, -0.2984836995601654, -0.10771030187606812, 0.2515890598297119, 1.0986043214797974, -1.623741626739502, 0.11961448937654495, 1.2022349834442139, -0.524491548538208, -0.92852783203125, 2.3972461223602295, -1.5677199363708496, -1.0623761415481567, -0.5120426416397095, -0.3176729381084442, 0.6700830459594727, 0.6637229323387146, -1.5574613809585571, 0.47027283906936646]	reverseentailment
252	independent	org	[3.5002543926239014, 0.2124708890914917, -3.525970458984375, 3.3177216053009033, 0.7509446144104004, -3.814601421356201, 1.429309606552124, -1.621038794517517, -0.19519726932048798, 1.8400788307189941, -1.6864392757415771, -0.4818706512451172, 5.028580665588379, -1.432874321937561, -3.3082804679870605, 5.308435440063477, -1.5268480777740479, -3.439504623413086, 4.807513236999512, -2.1646323204040527, -2.549367904663086, 4.642029762268066, -2.205193519592285, -2.3929920196533203, 4.435833930969238, -0.6154630780220032, -3.6408185958862305, 4.982661247253418, -1.1490004062652588, -3.6012587547302246, 4.980873107910156, -1.341239333152771, -3.3924169540405273, 5.161360740661621, -1.4890944957733154, -3.3799285888671875, 1.949963092803955, 0.6758655905723572, -2.6232876777648926, 0.8249273896217346, -0.11441225558519363, -0.9225974678993225, 4.029973030090332, -1.3031893968582153, -2.730236053466797, 4.436864852905273, -1.2638914585113525, -3.0874180793762207, 2.800952911376953, 0.11943280696868896, -2.8609395027160645, 3.267822504043579, 0.2317289263010025, -3.3484950065612793]	synonym
253	forwardentailment	org	[3.166142702102661, 0.0661807730793953, -3.2160682678222656, 1.9487333297729492, 1.3031673431396484, -3.092503309249878, 2.6752302646636963, -0.188953697681427, -2.615386724472046, 2.5930428504943848, 0.18831683695316315, -2.7719688415527344, 4.496167182922363, -0.6879183053970337, -3.6411991119384766, 3.5202107429504395, 0.8176344037055969, -4.037700653076172, 4.3708391189575195, -2.1976993083953857, -2.156071186065674, 1.8239712715148926, -0.12200968712568283, -1.8761039972305298, 3.9897944927215576, 0.09603943675756454, -3.868434429168701, 3.3739736080169678, 0.6909264326095581, -3.822942018508911, 4.940451622009277, -1.477291226387024, -3.2519631385803223, 2.2399861812591553, 1.6411552429199219, -3.5164246559143066, 2.7710375785827637, -0.880933403968811, -2.0182595252990723, 0.8400591015815735, -0.10647698491811752, -0.9809303283691406, 4.535791397094727, -1.273889422416687, -3.1344528198242188, 3.164018154144287, -0.6713610887527466, -2.5802910327911377, 2.3510494232177734, -0.428610622882843, -2.044041156768799, 2.0772030353546143, 0.850457489490509, -2.8587076663970947]	reverseentailment
254	reverseentailment	org	[-0.8320531845092773, 1.5994999408721924, -0.5047410726547241, 3.301417589187622, -0.0489448606967926, -3.191131591796875, 0.03728453069925308, 2.5427684783935547, -2.16170597076416, 4.160069465637207, 0.02901843935251236, -3.9061264991760254, -1.447517991065979, 3.1350479125976562, -1.2143733501434326, 4.686602592468262, -1.1923279762268066, -3.360377311706543, -1.587062954902649, 1.117136001586914, 0.5703059434890747, 2.7658181190490723, -0.639755368232727, -2.2612686157226562, 0.9782816171646118, 3.165139675140381, -3.499105930328369, 4.519344329833984, -0.592324435710907, -3.7310802936553955, 0.11572565138339996, 3.6861441135406494, -3.0583555698394775, 4.982683181762695, -2.094189405441284, -2.727844715118408, -3.448716878890991, 1.5251731872558594, 2.382798194885254, 3.0072884559631348, -0.9543111324310303, -2.1331820487976074, -2.601109266281128, 3.3321988582611084, -0.37097612023353577, 3.050886631011963, -1.1265089511871338, -2.0338361263275146, -0.6346994638442993, 2.265510082244873, -1.389526605606079, 2.633502960205078, -1.200047492980957, -1.6085658073425293]	reverseentailment
255	synonym	org	[3.0885956287384033, -0.2807612419128418, -2.831806182861328, 3.058323383331299, -0.2831002175807953, -2.785108804702759, -0.037844497710466385, -0.48375144600868225, 0.20241904258728027, 0.38996967673301697, -0.19983607530593872, -0.487260639667511, 4.888663291931152, -1.6042224168777466, -3.127080202102661, 4.941126823425293, -1.6797055006027222, -3.091431140899658, 3.962984800338745, -1.8147820234298706, -2.1711959838867188, 4.005570411682129, -1.846315622329712, -2.1713504791259766, 4.833315849304199, -0.8076319098472595, -3.7785181999206543, 4.852939605712891, -0.7558605074882507, -3.829192638397217, 4.77326774597168, -1.1873431205749512, -3.411223888397217, 4.799247741699219, -1.1754721403121948, -3.44238018989563, 3.392422914505005, -1.3722378015518188, -2.0870723724365234, 3.3617489337921143, -1.374023675918579, -2.052706241607666, 3.876908779144287, -1.0891335010528564, -2.806807518005371, 4.142664909362793, -1.2059564590454102, -2.914090633392334, 1.7048730850219727, 0.04623442143201828, -1.8475978374481201, 1.9032948017120361, 0.09395477920770645, -2.089582681655884]	disjoint
256	synonym	org	[3.026724338531494, 0.0910811796784401, -3.0600249767303467, 3.133519172668457, -0.1838971972465515, -2.9362058639526367, -0.0695466622710228, -0.38944360613822937, 0.15785351395606995, 0.2580418586730957, -0.0877421498298645, -0.4475856125354767, 4.837559700012207, -1.5867291688919067, -3.0942201614379883, 4.796145439147949, -1.6147491931915283, -3.043437957763672, 3.935344934463501, -1.780083179473877, -2.1715474128723145, 3.916858673095703, -1.8871004581451416, -2.057633876800537, 4.750847816467285, -0.7987203001976013, -3.7231688499450684, 4.7660112380981445, -0.884914219379425, -3.6633763313293457, 4.709293365478516, -1.115551233291626, -3.423901081085205, 4.640321731567383, -1.0603182315826416, -3.4169259071350098, 3.618662118911743, -1.425583839416504, -2.2407331466674805, 3.6177101135253906, -1.6187412738800049, -2.0397143363952637, 3.8369064331054688, -1.0650403499603271, -2.7936227321624756, 3.8607733249664307, -1.0782346725463867, -2.798038959503174, 1.945608377456665, 0.09668903052806854, -2.1125359535217285, 1.7926329374313354, 0.16572900116443634, -2.0300230979919434]	disjoint
257	disjoint	org	[2.2204737663269043, -0.43873879313468933, -1.9643094539642334, 4.5944366455078125, -0.5618592500686646, -3.781287908554077, -0.19482362270355225, 0.3118697702884674, -0.31175291538238525, -0.6394916772842407, 0.6122452020645142, -0.10571806132793427, 4.099493026733398, -0.47555267810821533, -3.475684642791748, 4.647700309753418, -1.0176317691802979, -3.486665964126587, 3.50543475151062, -1.4338364601135254, -2.1815576553344727, 3.7669246196746826, -1.5036585330963135, -2.324775218963623, 4.334753036499023, 0.06186644732952118, -4.099578380584717, 4.7617998123168945, -0.6793700456619263, -3.8410141468048096, 4.122603416442871, 0.16781871020793915, -4.027101993560791, 4.800910949707031, -1.1693031787872314, -3.454434394836426, 1.2663507461547852, 1.32663893699646, -2.4364101886749268, 2.0798237323760986, -1.1429848670959473, -1.1647682189941406, 2.5350735187530518, -0.8709695339202881, -1.8655140399932861, 2.1092264652252197, -1.1272244453430176, -1.2730942964553833, 1.8810570240020752, 0.18411889672279358, -2.125394821166992, 2.231576681137085, -0.1020587906241417, -2.2288708686828613]	disjoint
258	synonym	org	[3.0885956287384033, -0.2807612419128418, -2.831806182861328, 3.058323383331299, -0.2831002175807953, -2.785108804702759, -0.037844497710466385, -0.48375144600868225, 0.20241904258728027, 0.38996967673301697, -0.19983607530593872, -0.487260639667511, 4.888663291931152, -1.6042224168777466, -3.127080202102661, 4.941126823425293, -1.6797055006027222, -3.091431140899658, 3.962984800338745, -1.8147820234298706, -2.1711959838867188, 4.005570411682129, -1.846315622329712, -2.1713504791259766, 4.833315849304199, -0.8076319098472595, -3.7785181999206543, 4.852939605712891, -0.7558605074882507, -3.829192638397217, 4.77326774597168, -1.1873431205749512, -3.411223888397217, 4.799247741699219, -1.1754721403121948, -3.44238018989563, 3.392422914505005, -1.3722378015518188, -2.0870723724365234, 3.3617489337921143, -1.374023675918579, -2.052706241607666, 3.876908779144287, -1.0891335010528564, -2.806807518005371, 4.142664909362793, -1.2059564590454102, -2.914090633392334, 1.7048730850219727, 0.04623442143201828, -1.8475978374481201, 1.9032948017120361, 0.09395477920770645, -2.089582681655884]	disjoint
259	independent	org	[1.998421549797058, 0.027141455560922623, -2.1084446907043457, 3.8567609786987305, -0.23328223824501038, -3.460019111633301, 1.0652071237564087, -0.8102012872695923, -0.6091927289962769, 3.5886900424957275, -1.464991807937622, -2.1867175102233887, 4.194441795349121, -1.0195717811584473, -3.086078405380249, 5.199932098388672, -1.4891895055770874, -3.4445247650146484, 2.4412028789520264, -0.9882951974868774, -1.6082422733306885, 4.805551528930664, -2.1377265453338623, -2.570298671722412, 4.40963077545166, -0.7116599082946777, -3.541633129119873, 4.7560272216796875, -0.8932933211326599, -3.647382974624634, 2.0023481845855713, 0.5595728158950806, -2.547555923461914, 4.860184669494629, -1.2727450132369995, -3.3598599433898926, -1.1190836429595947, 0.055800244212150574, 1.0689730644226074, 2.756629228591919, -1.125131368637085, -1.7837600708007812, -1.539933204650879, -0.3092695474624634, 1.8460328578948975, 3.2355167865753174, -1.4646978378295898, -1.9406722784042358, 0.8737132549285889, -0.14334876835346222, -0.9450268149375916, 2.7579097747802734, -0.770079493522644, -2.13218355178833]	independent
260	disjoint	add	[-0.07283710688352585, 2.8974621295928955, -2.3192572593688965, 3.4608957767486572, 0.7154964208602905, -3.8248653411865234, -0.06425924599170685, 2.3378937244415283, -1.983385443687439, 4.199872016906738, -1.21000075340271, -2.9008657932281494, 1.7575042247772217, 0.011503458023071289, -1.8885715007781982, 4.37216854095459, -0.8013812303543091, -3.4037771224975586, 0.2927098870277405, 0.7449386119842529, -1.098508358001709, 4.75405216217041, -2.1512434482574463, -2.527552843093872, 2.5360920429229736, 1.1017835140228271, -3.381047248840332, 4.537877082824707, -0.8880519270896912, -3.471632957458496, -0.48860806226730347, 2.666620969772339, -1.7428557872772217, 3.5092175006866455, -0.4494403004646301, -2.994140148162842, -1.251664161682129, -0.34382861852645874, 1.6663777828216553, 1.8572423458099365, -1.3322668075561523, -0.7433781623840332, -0.8342282772064209, -0.6721000671386719, 1.3325467109680176, 2.1870510578155518, -1.4345279932022095, -1.012026071548462, -0.7370391488075256, -0.11543694138526917, 0.7736921310424805, 0.42771267890930176, -1.254978895187378, 0.41353487968444824]	reverseentailment
261	synonym	org	[2.1149489879608154, 0.5805691480636597, -2.6416845321655273, 3.6782424449920654, 0.012547127902507782, -3.5136830806732178, 1.0816727876663208, -1.0794892311096191, -0.3788996934890747, 3.548588991165161, -0.9989562034606934, -2.587319850921631, 4.711211204528809, -0.7855006456375122, -3.6933512687683105, 5.311993598937988, -1.3970670700073242, -3.6020703315734863, 3.984266996383667, -1.5726749897003174, -2.4236855506896973, 4.903926849365234, -2.2033278942108154, -2.582247257232666, 3.645925521850586, -0.16395750641822815, -3.3816936016082764, 4.62428092956543, -0.9496726989746094, -3.504634380340576, 3.715149402618408, -0.6008053421974182, -3.0574350357055664, 5.012645721435547, -1.343808889389038, -3.3980250358581543, 0.28144872188568115, 0.3961917459964752, -0.799967885017395, 3.175647020339966, -1.0735710859298706, -2.195033311843872, 1.1925690174102783, -0.9838773012161255, -0.523311972618103, 4.012909889221191, -1.562546730041504, -2.496260643005371, 1.5502979755401611, -0.7480924129486084, -1.0822339057922363, 3.253208637237549, -1.0532604455947876, -2.2985591888427734]	independent
262	disjoint	add	[0.7988761067390442, 1.750074028968811, -2.311723232269287, 3.631298303604126, 0.30728399753570557, -3.6705355644226074, -0.48295125365257263, 2.934271812438965, -2.019949197769165, 3.5761640071868896, -0.8542355895042419, -2.710874080657959, -0.5549242496490479, -0.08111673593521118, 0.45657166838645935, 3.527878522872925, -0.5356209874153137, -2.967602252960205, 1.0163952112197876, 0.8321912288665771, -1.828970193862915, 3.574394464492798, -1.8127201795578003, -1.8529438972473145, -0.42009949684143066, 3.170544385910034, -2.158355712890625, 3.199261426925659, -0.4918109178543091, -2.7409725189208984, -0.9277608394622803, 2.740234136581421, -1.352497935295105, 2.465069532394409, -0.28661930561065674, -2.25704026222229, -2.048633098602295, -0.07838225364685059, 2.414752244949341, 1.3264667987823486, -1.3083994388580322, -0.31923186779022217, -0.9717333316802979, -0.7151771783828735, 1.5686709880828857, 2.470334529876709, -1.4312587976455688, -1.2759785652160645, -0.7254297733306885, -0.47745010256767273, 1.0810128450393677, -0.012280676513910294, -0.9816107153892517, 0.6582837104797363]	independent
263	disjoint	add	[0.6572378873825073, 0.9477916955947876, -1.6003246307373047, 1.3553770780563354, 1.8765236139297485, -2.9264140129089355, -0.2839093804359436, 0.37255859375, -0.25402942299842834, 0.95865797996521, -0.1585659682750702, -1.0246531963348389, 0.539442241191864, -1.6333296298980713, 0.7307868599891663, 0.9673281908035278, -0.7361966371536255, -0.5264281034469604, 1.5552949905395508, -1.2031434774398804, -0.6429065465927124, 2.1427440643310547, -1.303538203239441, -1.07429039478302, 0.9929789304733276, 0.36701661348342896, -1.5048940181732178, 2.5856378078460693, -0.7452621459960938, -1.9931306838989258, -0.9609746932983398, 0.35340625047683716, 0.5613529682159424, 0.9536091685295105, 0.9365564584732056, -1.8432669639587402, -2.148998498916626, 0.22099946439266205, 2.174773693084717, -0.6972007751464844, -0.08498956263065338, 0.7201659679412842, -1.3504635095596313, -0.9367469549179077, 2.261326789855957, -1.7228152751922607, -0.40053701400756836, 2.1940319538116455, -0.956780731678009, -1.2686758041381836, 2.1842398643493652, -0.32235729694366455, -0.7387446761131287, 0.8418449759483337]	independent
264	disjoint	org	[-1.3790000677108765, 0.10429947078227997, 1.323017954826355, -2.8316335678100586, 2.9154059886932373, 0.25483691692352295, -3.1074635982513428, -0.16911230981349945, 3.8620357513427734, -3.5134174823760986, 0.2369079440832138, 3.8985016345977783, -2.796881914138794, -1.5009509325027466, 4.905637264251709, -3.4610040187835693, -0.648257851600647, 4.783862113952637, -2.3107569217681885, -1.606697916984558, 4.38890266418457, -2.737914562225342, -1.3340296745300293, 4.608321189880371, -1.1413568258285522, 1.3284945487976074, -0.24134419858455658, -2.446624517440796, 1.9025282859802246, 0.7143261432647705, -2.024376392364502, -0.8433471918106079, 3.0681865215301514, -2.8131840229034424, -0.2273568958044052, 3.4101157188415527, -3.6939117908477783, -0.8493996858596802, 5.262009143829346, -3.9649808406829834, 0.10036499798297882, 4.4732537269592285, -4.041573524475098, 0.27001380920410156, 4.357580661773682, -4.159870147705078, 0.3833249807357788, 4.317959785461426, -3.427631139755249, -1.2827460765838623, 5.494455337524414, -3.631155490875244, -0.6307134628295898, 5.01383113861084]	disjoint
265	reverseentailment	org	[3.8427672386169434, -0.12636789679527283, -3.5697741508483887, 4.501426696777344, -0.7423630952835083, -3.5882813930511475, -0.4042084813117981, -0.2675366997718811, 0.4640064537525177, -0.19976501166820526, -0.5089408755302429, 0.43052592873573303, 4.742509841918945, -1.2231413125991821, -3.3864192962646484, 5.144169807434082, -1.5818463563919067, -3.369626045227051, 3.5253818035125732, -1.3308839797973633, -2.282503604888916, 4.275818824768066, -1.6215853691101074, -2.631824493408203, 4.350184440612793, -0.12595181167125702, -3.9423999786376953, 4.523377418518066, -0.3798779249191284, -3.878237009048462, 3.878232717514038, -0.6074516773223877, -3.2104647159576416, 4.5809783935546875, -1.424062967300415, -3.0548148155212402, 1.51664137840271, 0.7136550545692444, -2.200211763381958, 2.5863325595855713, -0.2806021571159363, -2.3876900672912598, 3.010552167892456, -1.0762404203414917, -2.0830960273742676, 3.899324655532837, -1.3034043312072754, -2.6164565086364746, 3.325211763381958, -0.08616088330745697, -3.137558937072754, 3.680392265319824, -0.21086028218269348, -3.300734281539917]	synonym
266	reverseentailment	org	[-0.3030237555503845, -0.504813551902771, 0.7028554081916809, 2.381192684173584, -0.1165914312005043, -2.336380958557129, -1.0355801582336426, 4.24034309387207, -2.3976235389709473, 4.116758346557617, 0.4934748411178589, -4.261539459228516, -1.1467959880828857, 0.4921708405017853, 0.6310809254646301, 3.9031596183776855, -1.5385310649871826, -2.4688398838043213, -2.409153938293457, 0.5760005712509155, 2.0673606395721436, 3.2757532596588135, -2.3831982612609863, -1.119492530822754, 0.7416725158691406, 2.85292387008667, -2.979945182800293, 4.505021095275879, -0.1408075988292694, -4.070369243621826, -2.0674796104431152, 2.2808725833892822, 0.012837417423725128, 3.862046718597412, 0.5838419795036316, -4.107083320617676, -0.21226781606674194, -0.04891931265592575, 0.0290842242538929, 2.71334171295166, -0.03824441134929657, -2.7327303886413574, -3.5648610591888428, 0.9497849941253662, 2.9782276153564453, 0.8115565776824951, -0.753984808921814, -0.3352116346359253, -2.5282397270202637, 0.7160143852233887, 2.191509962081909, 3.0255744457244873, -1.3196022510528564, -1.8731415271759033]	disjoint
267	independent	add	[0.5728532075881958, -0.20024891197681427, -0.6189623475074768, 2.117699384689331, 0.6785760521888733, -2.715188980102539, 0.194803848862648, 0.645499587059021, -0.9871852993965149, 3.1884286403656006, -0.2464958131313324, -2.9536123275756836, -0.5712802410125732, -0.5903803706169128, 0.9506964087486267, 2.309957265853882, -0.7532660961151123, -1.7509708404541016, -1.0553514957427979, -0.024876592680811882, 1.0626254081726074, 2.7191617488861084, -1.9891444444656372, -0.9603163003921509, 0.5635718107223511, 3.1460795402526855, -3.061173915863037, 4.514596939086914, -0.3890942335128784, -3.8666844367980957, -1.5171340703964233, 1.3195582628250122, 0.3151337802410126, 2.4901974201202393, -0.10785683244466782, -2.4574618339538574, -1.4749865531921387, 0.7117615938186646, 0.7954050302505493, 2.9955546855926514, -0.7102181911468506, -2.345613479614258, -2.893113851547241, 0.40579983592033386, 2.7588465213775635, -0.8513284921646118, -0.11579881608486176, 0.802289605140686, -0.6967289447784424, -0.40652135014533997, 0.955021858215332, 0.5926408767700195, -1.662111759185791, 0.6115057468414307]	independent
268	disjoint	add	[-0.9894485473632812, 1.8520526885986328, -0.6476559638977051, 2.0787432193756104, 0.10556787252426147, -2.1754167079925537, -1.6012853384017944, -1.1550500392913818, 2.9324402809143066, -0.23658481240272522, 2.5328099727630615, -1.8636095523834229, -0.8521677851676941, 0.11056943237781525, 0.6873263716697693, -0.9697234630584717, -0.5875333547592163, 1.526691198348999, -1.8376641273498535, -1.094141960144043, 3.061007499694824, -0.8383150100708008, -0.4869310259819031, 1.2915477752685547, -2.0505001544952393, 3.1704413890838623, -0.6296013593673706, -0.30086544156074524, 3.4437012672424316, -2.4930014610290527, -1.6866950988769531, 0.2480863630771637, 1.489263892173767, -2.690384864807129, 4.28872013092041, -0.8698617219924927, -0.03921356797218323, -0.6046867370605469, 0.31194669008255005, -2.9013307094573975, -0.43737199902534485, 3.9646353721618652, -2.6008970737457275, -0.1782291680574417, 3.078399658203125, -3.449707269668579, -0.40392011404037476, 4.578001022338867, -2.4833438396453857, -1.2622008323669434, 4.311770439147949, -2.019101142883301, -0.3784332871437073, 2.8114001750946045]	independent
269	independent	org	[1.1272268295288086, 2.9792320728302, -3.4529809951782227, 1.1533499956130981, 0.9831223487854004, -2.068687915802002, 0.8467329144477844, 0.7127195000648499, -1.6699470281600952, 0.8782936334609985, 1.8768724203109741, -2.486082077026367, 2.5349650382995605, -0.060715723782777786, -2.542083740234375, 1.1607980728149414, -0.0011696666479110718, -1.3233195543289185, 4.317653656005859, -1.388419508934021, -2.9320151805877686, 2.0952365398406982, -1.0767923593521118, -1.2828876972198486, 4.762594223022461, -0.5994986295700073, -3.9018948078155518, 3.4831907749176025, 1.0259207487106323, -4.112834453582764, 3.241445779800415, 1.0229371786117554, -3.899336576461792, 1.9312196969985962, 0.119770348072052, -2.195120334625244, 0.5223472118377686, 2.813795804977417, -2.828342914581299, -2.149695634841919, 1.394010305404663, 0.9876996278762817, -0.43806660175323486, 0.45496851205825806, -0.11489845812320709, -0.9494537711143494, 0.6713841557502747, 0.24936863780021667, 0.7997687458992004, 0.9980535507202148, -1.7463462352752686, 0.2693612575531006, 0.25842761993408203, -0.7118418216705322]	independent
270	disjoint	add	[-0.48779892921447754, 4.781189918518066, -3.271860122680664, -0.6624621152877808, 1.46858811378479, -0.7618403434753418, -1.1746913194656372, 3.3311514854431152, -1.7237663269042969, -1.8916101455688477, 1.6726837158203125, 0.4062308371067047, -1.1154860258102417, 4.528360843658447, -2.5441482067108154, -1.4232587814331055, -0.2072869837284088, 1.6617603302001953, 3.4100747108459473, -0.285868763923645, -3.0817880630493164, -0.9808783531188965, 0.2922211289405823, 0.6564500331878662, 2.631169319152832, 1.335611343383789, -3.6568398475646973, -0.6304395198822021, 2.767171859741211, -1.7116281986236572, 1.1313669681549072, 3.4486632347106934, -3.743971824645996, -1.4917895793914795, 1.7624859809875488, -0.14419639110565186, -0.1839558482170105, 4.766785621643066, -3.527841091156006, -2.960421562194824, 1.8244304656982422, 1.5270943641662598, -1.7730194330215454, 3.154542922973633, -0.9794835448265076, -2.392183542251587, 1.278536319732666, 1.3834567070007324, -1.2405742406845093, 1.8118897676467896, -0.3623124659061432, -2.0200326442718506, 1.7210392951965332, 0.5940371751785278]	independent
