CombID	SenID	templatenum	prem	hyp
80	119	2	A wooden hut is outside near a campfire at night	There is a front outside
80	119	3	A young woman is looking at a front with a binocular	A wooden hut is looked at by a woman
80	119	3	A young woman is looking at a wooden hut with a binocular	A front is looked at by a woman
80	119	4	Several people are moving towards the front	There is a group of people near the wooden hut
80	119	4	Several people are moving towards the wooden hut	There is a group of people near the front
80	119	5	A bald man standing to the side of a front	The man stands near a wooden hut.
80	119	5	A bald man standing to the side of a wooden hut	The man stands near a front.
80	119	6	A kid fetches a front by a tree in the yard.	a kid gets a wooden hut
80	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a front
80	119	7	A green frog buys a front from a stand.	There is a green frog buying a wooden hut
80	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a front
80	119	8	A front	A wooden hut
80	119	8	A wooden hut	A front
81	119	0	The hut is photographed with a camera	There is a children present
81	119	0	The children is photographed with a camera	There is a hut present
81	119	1	The hut is in the water	The children is wet
81	119	1	The children is in the water	The hut is wet
81	119	2	A hut is outside near a campfire at night	There is a children outside
81	119	2	A children is outside near a campfire at night	There is a hut outside
81	119	3	A young woman is looking at a hut with a binocular	A children is looked at by a woman
81	119	3	A young woman is looking at a children with a binocular	A hut is looked at by a woman
81	119	4	Several people are moving towards the hut	There is a group of people near the children
81	119	4	Several people are moving towards the children	There is a group of people near the hut
81	119	5	A bald man standing to the side of a hut	The man stands near a children.
81	119	5	A bald man standing to the side of a children	The man stands near a hut.
81	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a children
81	119	6	A kid fetches a children by a tree in the yard.	a kid gets a hut
81	119	7	A green frog buys a hut from a stand.	There is a green frog buying a children
81	119	7	A green frog buys a children from a stand.	There is a green frog buying a hut
81	119	8	A hut	A children
81	119	8	A children	A hut
82	119	0	The hut is photographed with a camera	There is a Five children present
82	119	0	The Five children is photographed with a camera	There is a hut present
82	119	1	The hut is in the water	The Five children is wet
82	119	1	The Five children is in the water	The hut is wet
82	119	2	A hut is outside near a campfire at night	There is a Five children outside
82	119	2	A Five children is outside near a campfire at night	There is a hut outside
82	119	3	A young woman is looking at a hut with a binocular	A Five children is looked at by a woman
82	119	3	A young woman is looking at a Five children with a binocular	A hut is looked at by a woman
82	119	4	Several people are moving towards the hut	There is a group of people near the Five children
82	119	4	Several people are moving towards the Five children	There is a group of people near the hut
82	119	5	A bald man standing to the side of a hut	The man stands near a Five children.
82	119	5	A bald man standing to the side of a Five children	The man stands near a hut.
82	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a Five children
82	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a hut
82	119	7	A green frog buys a hut from a stand.	There is a green frog buying a Five children
82	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a hut
82	119	8	A hut	A Five children
82	119	8	A Five children	A hut
83	119	0	The hut is photographed with a camera	There is a wooden hut present
83	119	0	The wooden hut is photographed with a camera	There is a hut present
83	119	1	The hut is in the water	The wooden hut is wet
83	119	1	The wooden hut is in the water	The hut is wet
83	119	2	A hut is outside near a campfire at night	There is a wooden hut outside
83	119	2	A wooden hut is outside near a campfire at night	There is a hut outside
83	119	3	A young woman is looking at a hut with a binocular	A wooden hut is looked at by a woman
83	119	3	A young woman is looking at a wooden hut with a binocular	A hut is looked at by a woman
83	119	4	Several people are moving towards the hut	There is a group of people near the wooden hut
83	119	4	Several people are moving towards the wooden hut	There is a group of people near the hut
83	119	5	A bald man standing to the side of a hut	The man stands near a wooden hut.
83	119	5	A bald man standing to the side of a wooden hut	The man stands near a hut.
83	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a wooden hut
83	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a hut
83	119	7	A green frog buys a hut from a stand.	There is a green frog buying a wooden hut
83	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a hut
83	119	8	A hut	A wooden hut
83	119	8	A wooden hut	A hut
84	119	0	The children is photographed with a camera	There is a hut present
84	119	0	The hut is photographed with a camera	There is a children present
84	119	1	The children is in the water	The hut is wet
84	119	1	The hut is in the water	The children is wet
84	119	2	A children is outside near a campfire at night	There is a hut outside
84	119	2	A hut is outside near a campfire at night	There is a children outside
84	119	3	A young woman is looking at a children with a binocular	A hut is looked at by a woman
84	119	3	A young woman is looking at a hut with a binocular	A children is looked at by a woman
84	119	4	Several people are moving towards the children	There is a group of people near the hut
84	119	4	Several people are moving towards the hut	There is a group of people near the children
84	119	5	A bald man standing to the side of a children	The man stands near a hut.
84	119	5	A bald man standing to the side of a hut	The man stands near a children.
84	119	6	A kid fetches a children by a tree in the yard.	a kid gets a hut
84	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a children
84	119	7	A green frog buys a children from a stand.	There is a green frog buying a hut
84	119	7	A green frog buys a hut from a stand.	There is a green frog buying a children
84	119	8	A children	A hut
84	119	8	A hut	A children
85	119	0	The children is photographed with a camera	There is a Five children present
85	119	0	The Five children is photographed with a camera	There is a children present
85	119	1	The children is in the water	The Five children is wet
85	119	1	The Five children is in the water	The children is wet
85	119	2	A children is outside near a campfire at night	There is a Five children outside
85	119	2	A Five children is outside near a campfire at night	There is a children outside
85	119	3	A young woman is looking at a children with a binocular	A Five children is looked at by a woman
85	119	3	A young woman is looking at a Five children with a binocular	A children is looked at by a woman
85	119	4	Several people are moving towards the children	There is a group of people near the Five children
85	119	4	Several people are moving towards the Five children	There is a group of people near the children
85	119	5	A bald man standing to the side of a children	The man stands near a Five children.
85	119	5	A bald man standing to the side of a Five children	The man stands near a children.
85	119	6	A kid fetches a children by a tree in the yard.	a kid gets a Five children
85	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a children
85	119	7	A green frog buys a children from a stand.	There is a green frog buying a Five children
85	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a children
85	119	8	A children	A Five children
85	119	8	A Five children	A children
86	119	0	The children is photographed with a camera	There is a wooden hut present
86	119	0	The wooden hut is photographed with a camera	There is a children present
86	119	1	The children is in the water	The wooden hut is wet
86	119	1	The wooden hut is in the water	The children is wet
86	119	2	A children is outside near a campfire at night	There is a wooden hut outside
86	119	2	A wooden hut is outside near a campfire at night	There is a children outside
86	119	3	A young woman is looking at a children with a binocular	A wooden hut is looked at by a woman
86	119	3	A young woman is looking at a wooden hut with a binocular	A children is looked at by a woman
86	119	4	Several people are moving towards the children	There is a group of people near the wooden hut
86	119	4	Several people are moving towards the wooden hut	There is a group of people near the children
86	119	5	A bald man standing to the side of a children	The man stands near a wooden hut.
86	119	5	A bald man standing to the side of a wooden hut	The man stands near a children.
86	119	6	A kid fetches a children by a tree in the yard.	a kid gets a wooden hut
86	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a children
86	119	7	A green frog buys a children from a stand.	There is a green frog buying a wooden hut
86	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a children
86	119	8	A children	A wooden hut
86	119	8	A wooden hut	A children
87	119	0	The Five children is photographed with a camera	There is a hut present
87	119	0	The hut is photographed with a camera	There is a Five children present
87	119	1	The Five children is in the water	The hut is wet
87	119	1	The hut is in the water	The Five children is wet
87	119	2	A Five children is outside near a campfire at night	There is a hut outside
87	119	2	A hut is outside near a campfire at night	There is a Five children outside
87	119	3	A young woman is looking at a Five children with a binocular	A hut is looked at by a woman
87	119	3	A young woman is looking at a hut with a binocular	A Five children is looked at by a woman
87	119	4	Several people are moving towards the Five children	There is a group of people near the hut
87	119	4	Several people are moving towards the hut	There is a group of people near the Five children
87	119	5	A bald man standing to the side of a Five children	The man stands near a hut.
87	119	5	A bald man standing to the side of a hut	The man stands near a Five children.
87	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a hut
87	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a Five children
87	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a hut
87	119	7	A green frog buys a hut from a stand.	There is a green frog buying a Five children
87	119	8	A Five children	A hut
87	119	8	A hut	A Five children
88	119	0	The Five children is photographed with a camera	There is a children present
88	119	0	The children is photographed with a camera	There is a Five children present
88	119	1	The Five children is in the water	The children is wet
88	119	1	The children is in the water	The Five children is wet
88	119	2	A Five children is outside near a campfire at night	There is a children outside
88	119	2	A children is outside near a campfire at night	There is a Five children outside
88	119	3	A young woman is looking at a Five children with a binocular	A children is looked at by a woman
88	119	3	A young woman is looking at a children with a binocular	A Five children is looked at by a woman
88	119	4	Several people are moving towards the Five children	There is a group of people near the children
88	119	4	Several people are moving towards the children	There is a group of people near the Five children
88	119	5	A bald man standing to the side of a Five children	The man stands near a children.
88	119	5	A bald man standing to the side of a children	The man stands near a Five children.
88	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a children
88	119	6	A kid fetches a children by a tree in the yard.	a kid gets a Five children
88	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a children
88	119	7	A green frog buys a children from a stand.	There is a green frog buying a Five children
88	119	8	A Five children	A children
88	119	8	A children	A Five children
89	119	0	The Five children is photographed with a camera	There is a wooden hut present
89	119	0	The wooden hut is photographed with a camera	There is a Five children present
89	119	1	The Five children is in the water	The wooden hut is wet
89	119	1	The wooden hut is in the water	The Five children is wet
89	119	2	A Five children is outside near a campfire at night	There is a wooden hut outside
89	119	2	A wooden hut is outside near a campfire at night	There is a Five children outside
89	119	3	A young woman is looking at a Five children with a binocular	A wooden hut is looked at by a woman
89	119	3	A young woman is looking at a wooden hut with a binocular	A Five children is looked at by a woman
89	119	4	Several people are moving towards the Five children	There is a group of people near the wooden hut
89	119	4	Several people are moving towards the wooden hut	There is a group of people near the Five children
89	119	5	A bald man standing to the side of a Five children	The man stands near a wooden hut.
89	119	5	A bald man standing to the side of a wooden hut	The man stands near a Five children.
89	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a wooden hut
89	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a Five children
89	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a wooden hut
89	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a Five children
89	119	8	A Five children	A wooden hut
89	119	8	A wooden hut	A Five children
90	119	0	The wooden hut is photographed with a camera	There is a hut present
90	119	0	The hut is photographed with a camera	There is a wooden hut present
90	119	1	The wooden hut is in the water	The hut is wet
90	119	1	The hut is in the water	The wooden hut is wet
90	119	2	A wooden hut is outside near a campfire at night	There is a hut outside
90	119	2	A hut is outside near a campfire at night	There is a wooden hut outside
90	119	3	A young woman is looking at a wooden hut with a binocular	A hut is looked at by a woman
90	119	3	A young woman is looking at a hut with a binocular	A wooden hut is looked at by a woman
90	119	4	Several people are moving towards the wooden hut	There is a group of people near the hut
90	119	4	Several people are moving towards the hut	There is a group of people near the wooden hut
90	119	5	A bald man standing to the side of a wooden hut	The man stands near a hut.
90	119	5	A bald man standing to the side of a hut	The man stands near a wooden hut.
90	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a hut
90	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a wooden hut
90	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a hut
90	119	7	A green frog buys a hut from a stand.	There is a green frog buying a wooden hut
90	119	8	A wooden hut	A hut
90	119	8	A hut	A wooden hut
91	119	0	The wooden hut is photographed with a camera	There is a children present
91	119	0	The children is photographed with a camera	There is a wooden hut present
91	119	1	The wooden hut is in the water	The children is wet
91	119	1	The children is in the water	The wooden hut is wet
91	119	2	A wooden hut is outside near a campfire at night	There is a children outside
91	119	2	A children is outside near a campfire at night	There is a wooden hut outside
91	119	3	A young woman is looking at a wooden hut with a binocular	A children is looked at by a woman
91	119	3	A young woman is looking at a children with a binocular	A wooden hut is looked at by a woman
91	119	4	Several people are moving towards the wooden hut	There is a group of people near the children
91	119	4	Several people are moving towards the children	There is a group of people near the wooden hut
91	119	5	A bald man standing to the side of a wooden hut	The man stands near a children.
91	119	5	A bald man standing to the side of a children	The man stands near a wooden hut.
91	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a children
91	119	6	A kid fetches a children by a tree in the yard.	a kid gets a wooden hut
91	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a children
91	119	7	A green frog buys a children from a stand.	There is a green frog buying a wooden hut
91	119	8	A wooden hut	A children
91	119	8	A children	A wooden hut
92	119	0	The wooden hut is photographed with a camera	There is a Five children present
92	119	0	The Five children is photographed with a camera	There is a wooden hut present
92	119	1	The wooden hut is in the water	The Five children is wet
92	119	1	The Five children is in the water	The wooden hut is wet
92	119	2	A wooden hut is outside near a campfire at night	There is a Five children outside
92	119	2	A Five children is outside near a campfire at night	There is a wooden hut outside
92	119	3	A young woman is looking at a wooden hut with a binocular	A Five children is looked at by a woman
92	119	3	A young woman is looking at a Five children with a binocular	A wooden hut is looked at by a woman
92	119	4	Several people are moving towards the wooden hut	There is a group of people near the Five children
92	119	4	Several people are moving towards the Five children	There is a group of people near the wooden hut
92	119	5	A bald man standing to the side of a wooden hut	The man stands near a Five children.
92	119	5	A bald man standing to the side of a Five children	The man stands near a wooden hut.
92	119	6	A kid fetches a wooden hut by a tree in the yard.	a kid gets a Five children
92	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a wooden hut
92	119	7	A green frog buys a wooden hut from a stand.	There is a green frog buying a Five children
92	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a wooden hut
92	119	8	A wooden hut	A Five children
92	119	8	A Five children	A wooden hut
93	119	0	The wooden is photographed with a camera	There is a in a wooden hut present
93	119	0	The in a wooden hut is photographed with a camera	There is a wooden present
93	119	1	The wooden is in the water	The in a wooden hut is wet
93	119	1	The in a wooden hut is in the water	The wooden is wet
93	119	2	A wooden is outside near a campfire at night	There is a in a wooden hut outside
93	119	2	A in a wooden hut is outside near a campfire at night	There is a wooden outside
93	119	3	A young woman is looking at a wooden with a binocular	A in a wooden hut is looked at by a woman
93	119	3	A young woman is looking at a in a wooden hut with a binocular	A wooden is looked at by a woman
93	119	4	Several people are moving towards the wooden	There is a group of people near the in a wooden hut
93	119	4	Several people are moving towards the in a wooden hut	There is a group of people near the wooden
93	119	5	A bald man standing to the side of a wooden	The man stands near a in a wooden hut.
93	119	5	A bald man standing to the side of a in a wooden hut	The man stands near a wooden.
93	119	6	A kid fetches a wooden by a tree in the yard.	a kid gets a in a wooden hut
93	119	6	A kid fetches a in a wooden hut by a tree in the yard.	a kid gets a wooden
93	119	7	A green frog buys a wooden from a stand.	There is a green frog buying a in a wooden hut
93	119	7	A green frog buys a in a wooden hut from a stand.	There is a green frog buying a wooden
93	119	8	A wooden	A in a wooden hut
93	119	8	A in a wooden hut	A wooden
94	185	0	The restaurant is photographed with a camera	There is a group present
94	185	0	The group is photographed with a camera	There is a restaurant present
94	185	1	The restaurant is in the water	The group is wet
94	185	1	The group is in the water	The restaurant is wet
94	185	2	A restaurant is outside near a campfire at night	There is a group outside
94	185	2	A group is outside near a campfire at night	There is a restaurant outside
94	185	3	A young woman is looking at a restaurant with a binocular	A group is looked at by a woman
94	185	3	A young woman is looking at a group with a binocular	A restaurant is looked at by a woman
94	185	4	Several people are moving towards the restaurant	There is a group of people near the group
94	185	4	Several people are moving towards the group	There is a group of people near the restaurant
94	185	5	A bald man standing to the side of a restaurant	The man stands near a group.
94	185	5	A bald man standing to the side of a group	The man stands near a restaurant.
94	185	6	A kid fetches a restaurant by a tree in the yard.	a kid gets a group
94	185	6	A kid fetches a group by a tree in the yard.	a kid gets a restaurant
94	185	7	A green frog buys a restaurant from a stand.	There is a green frog buying a group
94	185	7	A green frog buys a group from a stand.	There is a green frog buying a restaurant
94	185	8	A restaurant	A group
94	185	8	A group	A restaurant
95	185	0	The restaurant is photographed with a camera	There is a people present
95	185	0	The people is photographed with a camera	There is a restaurant present
95	185	1	The restaurant is in the water	The people is wet
95	185	1	The people is in the water	The restaurant is wet
95	185	2	A restaurant is outside near a campfire at night	There is a people outside
95	185	2	A people is outside near a campfire at night	There is a restaurant outside
95	185	3	A young woman is looking at a restaurant with a binocular	A people is looked at by a woman
95	185	3	A young woman is looking at a people with a binocular	A restaurant is looked at by a woman
95	185	4	Several people are moving towards the restaurant	There is a group of people near the people
95	185	4	Several people are moving towards the people	There is a group of people near the restaurant
95	185	5	A bald man standing to the side of a restaurant	The man stands near a people.
95	185	5	A bald man standing to the side of a people	The man stands near a restaurant.
95	185	6	A kid fetches a restaurant by a tree in the yard.	a kid gets a people
95	185	6	A kid fetches a people by a tree in the yard.	a kid gets a restaurant
95	185	7	A green frog buys a restaurant from a stand.	There is a green frog buying a people
95	185	7	A green frog buys a people from a stand.	There is a green frog buying a restaurant
95	185	8	A restaurant	A people
95	185	8	A people	A restaurant
96	185	0	The restaurant is photographed with a camera	There is a Asian people present
96	185	0	The Asian people is photographed with a camera	There is a restaurant present
96	185	1	The restaurant is in the water	The Asian people is wet
96	185	1	The Asian people is in the water	The restaurant is wet
96	185	2	A restaurant is outside near a campfire at night	There is a Asian people outside
96	185	2	A Asian people is outside near a campfire at night	There is a restaurant outside
96	185	3	A young woman is looking at a restaurant with a binocular	A Asian people is looked at by a woman
96	185	3	A young woman is looking at a Asian people with a binocular	A restaurant is looked at by a woman
96	185	4	Several people are moving towards the restaurant	There is a group of people near the Asian people
96	185	4	Several people are moving towards the Asian people	There is a group of people near the restaurant
96	185	5	A bald man standing to the side of a restaurant	The man stands near a Asian people.
96	185	5	A bald man standing to the side of a Asian people	The man stands near a restaurant.
96	185	6	A kid fetches a restaurant by a tree in the yard.	a kid gets a Asian people
96	185	6	A kid fetches a Asian people by a tree in the yard.	a kid gets a restaurant
96	185	7	A green frog buys a restaurant from a stand.	There is a green frog buying a Asian people
96	185	7	A green frog buys a Asian people from a stand.	There is a green frog buying a restaurant
96	185	8	A restaurant	A Asian people
96	185	8	A Asian people	A restaurant
97	185	0	The restaurant is photographed with a camera	There is a group of Asian people present
97	185	0	The group of Asian people is photographed with a camera	There is a restaurant present
97	185	1	The restaurant is in the water	The group of Asian people is wet
97	185	1	The group of Asian people is in the water	The restaurant is wet
97	185	2	A restaurant is outside near a campfire at night	There is a group of Asian people outside
97	185	2	A group of Asian people is outside near a campfire at night	There is a restaurant outside
97	185	3	A young woman is looking at a restaurant with a binocular	A group of Asian people is looked at by a woman
97	185	3	A young woman is looking at a group of Asian people with a binocular	A restaurant is looked at by a woman
97	185	4	Several people are moving towards the restaurant	There is a group of people near the group of Asian people
97	185	4	Several people are moving towards the group of Asian people	There is a group of people near the restaurant
97	185	5	A bald man standing to the side of a restaurant	The man stands near a group of Asian people.
97	185	5	A bald man standing to the side of a group of Asian people	The man stands near a restaurant.
97	185	6	A kid fetches a restaurant by a tree in the yard.	a kid gets a group of Asian people
97	185	6	A kid fetches a group of Asian people by a tree in the yard.	a kid gets a restaurant
97	185	7	A green frog buys a restaurant from a stand.	There is a green frog buying a group of Asian people
97	185	7	A green frog buys a group of Asian people from a stand.	There is a green frog buying a restaurant
97	185	8	A restaurant	A group of Asian people
97	185	8	A group of Asian people	A restaurant
98	185	0	The lights is photographed with a camera	There is a group present
98	185	0	The group is photographed with a camera	There is a lights present
98	185	1	The lights is in the water	The group is wet
98	185	1	The group is in the water	The lights is wet
98	185	2	A lights is outside near a campfire at night	There is a group outside
98	185	2	A group is outside near a campfire at night	There is a lights outside
98	185	3	A young woman is looking at a lights with a binocular	A group is looked at by a woman
98	185	3	A young woman is looking at a group with a binocular	A lights is looked at by a woman
98	185	4	Several people are moving towards the lights	There is a group of people near the group
98	185	4	Several people are moving towards the group	There is a group of people near the lights
98	185	5	A bald man standing to the side of a lights	The man stands near a group.
98	185	5	A bald man standing to the side of a group	The man stands near a lights.
98	185	6	A kid fetches a lights by a tree in the yard.	a kid gets a group
98	185	6	A kid fetches a group by a tree in the yard.	a kid gets a lights
98	185	7	A green frog buys a lights from a stand.	There is a green frog buying a group
98	185	7	A green frog buys a group from a stand.	There is a green frog buying a lights
98	185	8	A lights	A group
98	185	8	A group	A lights
99	185	0	The lights is photographed with a camera	There is a restaurant present
99	185	0	The restaurant is photographed with a camera	There is a lights present
99	185	1	The lights is in the water	The restaurant is wet
99	185	1	The restaurant is in the water	The lights is wet
99	185	2	A lights is outside near a campfire at night	There is a restaurant outside
99	185	2	A restaurant is outside near a campfire at night	There is a lights outside
99	185	3	A young woman is looking at a lights with a binocular	A restaurant is looked at by a woman
99	185	3	A young woman is looking at a restaurant with a binocular	A lights is looked at by a woman
99	185	4	Several people are moving towards the lights	There is a group of people near the restaurant
99	185	4	Several people are moving towards the restaurant	There is a group of people near the lights
99	185	5	A bald man standing to the side of a lights	The man stands near a restaurant.
99	185	5	A bald man standing to the side of a restaurant	The man stands near a lights.
99	185	6	A kid fetches a lights by a tree in the yard.	a kid gets a restaurant
99	185	6	A kid fetches a restaurant by a tree in the yard.	a kid gets a lights
99	185	7	A green frog buys a lights from a stand.	There is a green frog buying a restaurant
99	185	7	A green frog buys a restaurant from a stand.	There is a green frog buying a lights
99	185	8	A lights	A restaurant
99	185	8	A restaurant	A lights
100	185	0	The lights is photographed with a camera	There is a people present
100	185	0	The people is photographed with a camera	There is a lights present
100	185	1	The lights is in the water	The people is wet
100	185	1	The people is in the water	The lights is wet
100	185	2	A lights is outside near a campfire at night	There is a people outside
100	185	2	A people is outside near a campfire at night	There is a lights outside
100	185	3	A young woman is looking at a lights with a binocular	A people is looked at by a woman
100	185	3	A young woman is looking at a people with a binocular	A lights is looked at by a woman
100	185	4	Several people are moving towards the lights	There is a group of people near the people
100	185	4	Several people are moving towards the people	There is a group of people near the lights
100	185	5	A bald man standing to the side of a lights	The man stands near a people.
100	185	5	A bald man standing to the side of a people	The man stands near a lights.
100	185	6	A kid fetches a lights by a tree in the yard.	a kid gets a people
100	185	6	A kid fetches a people by a tree in the yard.	a kid gets a lights
100	185	7	A green frog buys a lights from a stand.	There is a green frog buying a people
100	185	7	A green frog buys a people from a stand.	There is a green frog buying a lights
100	185	8	A lights	A people
100	185	8	A people	A lights
