CombID	SenID	templatenum	prem	hyp	label
243	184	1	The person is in the water	The school officials is wet	forwardentailment
243	184	2	A school officials is outside near a campfire at night	There is a person outside	forwardentailment
243	184	2	A person is outside near a campfire at night	There is a school officials outside	forwardentailment
243	184	3	A young woman is looking at a school officials with a binocular	A person is looked at by a woman	forwardentailment
243	184	3	A young woman is looking at a person with a binocular	A school officials is looked at by a woman	forwardentailment
243	184	4	Several people are moving towards the school officials	There is a group of people near the person	forwardentailment
243	184	4	Several people are moving towards the person	There is a group of people near the school officials	forwardentailment
243	184	5	A bald man standing to the side of a school officials	The man stands near a person.	forwardentailment
243	184	5	A bald man standing to the side of a person	The man stands near a school officials.	forwardentailment
243	184	6	A kid fetches a school officials by a tree in the yard.	a kid gets a person	forwardentailment
243	184	6	A kid fetches a person by a tree in the yard.	a kid gets a school officials	forwardentailment
243	184	7	A green frog buys a school officials from a stand.	There is a green frog buying a person	forwardentailment
243	184	7	A green frog buys a person from a stand.	There is a green frog buying a school officials	forwardentailment
243	184	8	A school officials	A person	forwardentailment
243	184	8	A person	A school officials	forwardentailment
244	185	0	The oil is photographed with a camera	There is a water present	alternation
244	185	0	The water is photographed with a camera	There is a oil present	alternation
244	185	1	The oil is in the water	The water is wet	alternation
244	185	1	The water is in the water	The oil is wet	alternation
244	185	2	A oil is outside near a campfire at night	There is a water outside	alternation
244	185	2	A water is outside near a campfire at night	There is a oil outside	alternation
244	185	3	A young woman is looking at a oil with a binocular	A water is looked at by a woman	alternation
244	185	3	A young woman is looking at a water with a binocular	A oil is looked at by a woman	alternation
244	185	4	Several people are moving towards the oil	There is a group of people near the water	alternation
244	185	4	Several people are moving towards the water	There is a group of people near the oil	alternation
244	185	5	A bald man standing to the side of a oil	The man stands near a water.	alternation
244	185	5	A bald man standing to the side of a water	The man stands near a oil.	alternation
244	185	6	A kid fetches a oil by a tree in the yard.	a kid gets a water	alternation
244	185	6	A kid fetches a water by a tree in the yard.	a kid gets a oil	alternation
244	185	7	A green frog buys a oil from a stand.	There is a green frog buying a water	alternation
244	185	7	A green frog buys a water from a stand.	There is a green frog buying a oil	alternation
244	185	8	A oil	A water	alternation
244	185	8	A water	A oil	alternation
245	185	0	The oil-rich middle east is photographed with a camera	There is a water present	disjoint
245	185	0	The water is photographed with a camera	There is a oil-rich middle east present	disjoint
245	185	1	The oil-rich middle east is in the water	The water is wet	disjoint
245	185	1	The water is in the water	The oil-rich middle east is wet	disjoint
245	185	2	A oil-rich middle east is outside near a campfire at night	There is a water outside	disjoint
245	185	2	A water is outside near a campfire at night	There is a oil-rich middle east outside	disjoint
245	185	3	A young woman is looking at a oil-rich middle east with a binocular	A water is looked at by a woman	disjoint
245	185	3	A young woman is looking at a water with a binocular	A oil-rich middle east is looked at by a woman	disjoint
245	185	4	Several people are moving towards the oil-rich middle east	There is a group of people near the water	disjoint
245	185	4	Several people are moving towards the water	There is a group of people near the oil-rich middle east	disjoint
245	185	5	A bald man standing to the side of a oil-rich middle east	The man stands near a water.	disjoint
245	185	5	A bald man standing to the side of a water	The man stands near a oil-rich middle east.	disjoint
245	185	6	A kid fetches a oil-rich middle east by a tree in the yard.	a kid gets a water	disjoint
245	185	6	A kid fetches a water by a tree in the yard.	a kid gets a oil-rich middle east	disjoint
245	185	7	A green frog buys a oil-rich middle east from a stand.	There is a green frog buying a water	disjoint
245	185	7	A green frog buys a water from a stand.	There is a green frog buying a oil-rich middle east	disjoint
245	185	8	A oil-rich middle east	A water	disjoint
245	185	8	A water	A oil-rich middle east	disjoint
246	186	0	The people is photographed with a camera	There is a police present	reverseentailment
246	186	0	The police is photographed with a camera	There is a people present	reverseentailment
246	186	1	The people is in the water	The police is wet	reverseentailment
246	186	1	The police is in the water	The people is wet	reverseentailment
246	186	2	A people is outside near a campfire at night	There is a police outside	reverseentailment
246	186	2	A police is outside near a campfire at night	There is a people outside	reverseentailment
246	186	3	A young woman is looking at a people with a binocular	A police is looked at by a woman	reverseentailment
246	186	3	A young woman is looking at a police with a binocular	A people is looked at by a woman	reverseentailment
246	186	4	Several people are moving towards the people	There is a group of people near the police	reverseentailment
246	186	4	Several people are moving towards the police	There is a group of people near the people	reverseentailment
246	186	5	A bald man standing to the side of a people	The man stands near a police.	reverseentailment
246	186	5	A bald man standing to the side of a police	The man stands near a people.	reverseentailment
246	186	6	A kid fetches a people by a tree in the yard.	a kid gets a police	reverseentailment
246	186	6	A kid fetches a police by a tree in the yard.	a kid gets a people	reverseentailment
246	186	7	A green frog buys a people from a stand.	There is a green frog buying a police	reverseentailment
246	186	7	A green frog buys a police from a stand.	There is a green frog buying a people	reverseentailment
246	186	8	A people	A police	reverseentailment
246	186	8	A police	A people	reverseentailment
247	186	0	The 5.000 people is photographed with a camera	There is a military personnel present	independent
247	186	0	The military personnel is photographed with a camera	There is a 5.000 people present	independent
247	186	1	The 5.000 people is in the water	The military personnel is wet	independent
247	186	1	The military personnel is in the water	The 5.000 people is wet	independent
247	186	2	A 5.000 people is outside near a campfire at night	There is a military personnel outside	independent
247	186	2	A military personnel is outside near a campfire at night	There is a 5.000 people outside	independent
247	186	3	A young woman is looking at a 5.000 people with a binocular	A military personnel is looked at by a woman	independent
247	186	3	A young woman is looking at a military personnel with a binocular	A 5.000 people is looked at by a woman	independent
247	186	4	Several people are moving towards the 5.000 people	There is a group of people near the military personnel	independent
247	186	4	Several people are moving towards the military personnel	There is a group of people near the 5.000 people	independent
247	186	5	A bald man standing to the side of a 5.000 people	The man stands near a military personnel.	independent
247	186	5	A bald man standing to the side of a military personnel	The man stands near a 5.000 people.	independent
247	186	6	A kid fetches a 5.000 people by a tree in the yard.	a kid gets a military personnel	independent
247	186	6	A kid fetches a military personnel by a tree in the yard.	a kid gets a 5.000 people	independent
247	186	7	A green frog buys a 5.000 people from a stand.	There is a green frog buying a military personnel	independent
247	186	7	A green frog buys a military personnel from a stand.	There is a green frog buying a 5.000 people	independent
247	186	8	A 5.000 people	A military personnel	independent
247	186	8	A military personnel	A 5.000 people	independent
248	186	0	The people is photographed with a camera	There is a military personnel present	reverseentailment
248	186	0	The military personnel is photographed with a camera	There is a people present	reverseentailment
248	186	1	The people is in the water	The military personnel is wet	reverseentailment
248	186	1	The military personnel is in the water	The people is wet	reverseentailment
248	186	2	A people is outside near a campfire at night	There is a military personnel outside	reverseentailment
248	186	2	A military personnel is outside near a campfire at night	There is a people outside	reverseentailment
248	186	3	A young woman is looking at a people with a binocular	A military personnel is looked at by a woman	reverseentailment
248	186	3	A young woman is looking at a military personnel with a binocular	A people is looked at by a woman	reverseentailment
248	186	4	Several people are moving towards the people	There is a group of people near the military personnel	reverseentailment
248	186	4	Several people are moving towards the military personnel	There is a group of people near the people	reverseentailment
248	186	5	A bald man standing to the side of a people	The man stands near a military personnel.	reverseentailment
248	186	5	A bald man standing to the side of a military personnel	The man stands near a people.	reverseentailment
248	186	6	A kid fetches a people by a tree in the yard.	a kid gets a military personnel	reverseentailment
248	186	6	A kid fetches a military personnel by a tree in the yard.	a kid gets a people	reverseentailment
248	186	7	A green frog buys a people from a stand.	There is a green frog buying a military personnel	reverseentailment
248	186	7	A green frog buys a military personnel from a stand.	There is a green frog buying a people	reverseentailment
248	186	8	A people	A military personnel	reverseentailment
248	186	8	A military personnel	A people	reverseentailment
249	187	0	The people is photographed with a camera	There is a team present	reverseentailment
249	187	0	The team is photographed with a camera	There is a people present	reverseentailment
249	187	1	The people is in the water	The team is wet	reverseentailment
249	187	1	The team is in the water	The people is wet	reverseentailment
249	187	2	A people is outside near a campfire at night	There is a team outside	reverseentailment
249	187	2	A team is outside near a campfire at night	There is a people outside	reverseentailment
249	187	3	A young woman is looking at a people with a binocular	A team is looked at by a woman	reverseentailment
249	187	3	A young woman is looking at a team with a binocular	A people is looked at by a woman	reverseentailment
249	187	4	Several people are moving towards the people	There is a group of people near the team	reverseentailment
249	187	4	Several people are moving towards the team	There is a group of people near the people	reverseentailment
249	187	5	A bald man standing to the side of a people	The man stands near a team.	reverseentailment
249	187	5	A bald man standing to the side of a team	The man stands near a people.	reverseentailment
249	187	6	A kid fetches a people by a tree in the yard.	a kid gets a team	reverseentailment
249	187	6	A kid fetches a team by a tree in the yard.	a kid gets a people	reverseentailment
249	187	7	A green frog buys a people from a stand.	There is a green frog buying a team	reverseentailment
249	187	7	A green frog buys a team from a stand.	There is a green frog buying a people	reverseentailment
249	187	8	A people	A team	reverseentailment
249	187	8	A team	A people	reverseentailment
250	187	0	The people is photographed with a camera	There is a munitions clearing teams present	reverseentailment
250	187	0	The munitions clearing teams is photographed with a camera	There is a people present	reverseentailment
250	187	1	The people is in the water	The munitions clearing teams is wet	reverseentailment
250	187	1	The munitions clearing teams is in the water	The people is wet	reverseentailment
250	187	2	A people is outside near a campfire at night	There is a munitions clearing teams outside	reverseentailment
250	187	2	A munitions clearing teams is outside near a campfire at night	There is a people outside	reverseentailment
250	187	3	A young woman is looking at a people with a binocular	A munitions clearing teams is looked at by a woman	reverseentailment
250	187	3	A young woman is looking at a munitions clearing teams with a binocular	A people is looked at by a woman	reverseentailment
250	187	4	Several people are moving towards the people	There is a group of people near the munitions clearing teams	reverseentailment
250	187	4	Several people are moving towards the munitions clearing teams	There is a group of people near the people	reverseentailment
250	187	5	A bald man standing to the side of a people	The man stands near a munitions clearing teams.	reverseentailment
250	187	5	A bald man standing to the side of a munitions clearing teams	The man stands near a people.	reverseentailment
250	187	6	A kid fetches a people by a tree in the yard.	a kid gets a munitions clearing teams	reverseentailment
250	187	6	A kid fetches a munitions clearing teams by a tree in the yard.	a kid gets a people	reverseentailment
250	187	7	A green frog buys a people from a stand.	There is a green frog buying a munitions clearing teams	reverseentailment
250	187	7	A green frog buys a munitions clearing teams from a stand.	There is a green frog buying a people	reverseentailment
250	187	8	A people	A munitions clearing teams	reverseentailment
250	187	8	A munitions clearing teams	A people	reverseentailment
251	187	0	The people is photographed with a camera	There is a clearing teams present	reverseentailment
251	187	0	The clearing teams is photographed with a camera	There is a people present	reverseentailment
251	187	1	The people is in the water	The clearing teams is wet	reverseentailment
251	187	1	The clearing teams is in the water	The people is wet	reverseentailment
251	187	2	A people is outside near a campfire at night	There is a clearing teams outside	reverseentailment
251	187	2	A clearing teams is outside near a campfire at night	There is a people outside	reverseentailment
251	187	3	A young woman is looking at a people with a binocular	A clearing teams is looked at by a woman	reverseentailment
251	187	3	A young woman is looking at a clearing teams with a binocular	A people is looked at by a woman	reverseentailment
251	187	4	Several people are moving towards the people	There is a group of people near the clearing teams	reverseentailment
251	187	4	Several people are moving towards the clearing teams	There is a group of people near the people	reverseentailment
251	187	5	A bald man standing to the side of a people	The man stands near a clearing teams.	reverseentailment
251	187	5	A bald man standing to the side of a clearing teams	The man stands near a people.	reverseentailment
251	187	6	A kid fetches a people by a tree in the yard.	a kid gets a clearing teams	reverseentailment
251	187	6	A kid fetches a clearing teams by a tree in the yard.	a kid gets a people	reverseentailment
251	187	7	A green frog buys a people from a stand.	There is a green frog buying a clearing teams	reverseentailment
251	187	7	A green frog buys a clearing teams from a stand.	There is a green frog buying a people	reverseentailment
251	187	8	A people	A clearing teams	reverseentailment
251	187	8	A clearing teams	A people	reverseentailment
252	188	0	The perform is photographed with a camera	There is a play present	independent
252	188	0	The play is photographed with a camera	There is a perform present	independent
252	188	1	The perform is in the water	The play is wet	independent
252	188	1	The play is in the water	The perform is wet	independent
252	188	2	A perform is outside near a campfire at night	There is a play outside	independent
252	188	2	A play is outside near a campfire at night	There is a perform outside	independent
252	188	3	A young woman is looking at a perform with a binocular	A play is looked at by a woman	independent
252	188	3	A young woman is looking at a play with a binocular	A perform is looked at by a woman	independent
252	188	4	Several people are moving towards the perform	There is a group of people near the play	independent
252	188	4	Several people are moving towards the play	There is a group of people near the perform	independent
252	188	5	A bald man standing to the side of a perform	The man stands near a play.	independent
252	188	5	A bald man standing to the side of a play	The man stands near a perform.	independent
252	188	6	A kid fetches a perform by a tree in the yard.	a kid gets a play	independent
252	188	6	A kid fetches a play by a tree in the yard.	a kid gets a perform	independent
252	188	7	A green frog buys a perform from a stand.	There is a green frog buying a play	independent
252	188	7	A green frog buys a play from a stand.	There is a green frog buying a perform	independent
252	188	8	A perform	A play	independent
252	188	8	A play	A perform	independent
253	189	0	The owner is photographed with a camera	There is a person present	forwardentailment
253	189	0	The person is photographed with a camera	There is a owner present	forwardentailment
253	189	1	The owner is in the water	The person is wet	forwardentailment
253	189	1	The person is in the water	The owner is wet	forwardentailment
253	189	2	A owner is outside near a campfire at night	There is a person outside	forwardentailment
253	189	2	A person is outside near a campfire at night	There is a owner outside	forwardentailment
253	189	3	A young woman is looking at a owner with a binocular	A person is looked at by a woman	forwardentailment
253	189	3	A young woman is looking at a person with a binocular	A owner is looked at by a woman	forwardentailment
253	189	4	Several people are moving towards the owner	There is a group of people near the person	forwardentailment
253	189	4	Several people are moving towards the person	There is a group of people near the owner	forwardentailment
253	189	5	A bald man standing to the side of a owner	The man stands near a person.	forwardentailment
253	189	5	A bald man standing to the side of a person	The man stands near a owner.	forwardentailment
253	189	6	A kid fetches a owner by a tree in the yard.	a kid gets a person	forwardentailment
253	189	6	A kid fetches a person by a tree in the yard.	a kid gets a owner	forwardentailment
253	189	7	A green frog buys a owner from a stand.	There is a green frog buying a person	forwardentailment
253	189	7	A green frog buys a person from a stand.	There is a green frog buying a owner	forwardentailment
253	189	8	A owner	A person	forwardentailment
253	189	8	A person	A owner	forwardentailment
254	190	0	The person is photographed with a camera	There is a woman present	reverseentailment
254	190	0	The woman is photographed with a camera	There is a person present	reverseentailment
254	190	1	The person is in the water	The woman is wet	reverseentailment
254	190	1	The woman is in the water	The person is wet	reverseentailment
254	190	2	A person is outside near a campfire at night	There is a woman outside	reverseentailment
254	190	2	A woman is outside near a campfire at night	There is a person outside	reverseentailment
254	190	3	A young woman is looking at a person with a binocular	A woman is looked at by a woman	reverseentailment
254	190	3	A young woman is looking at a woman with a binocular	A person is looked at by a woman	reverseentailment
254	190	4	Several people are moving towards the person	There is a group of people near the woman	reverseentailment
254	190	4	Several people are moving towards the woman	There is a group of people near the person	reverseentailment
254	190	5	A bald man standing to the side of a person	The man stands near a woman.	reverseentailment
254	190	5	A bald man standing to the side of a woman	The man stands near a person.	reverseentailment
254	190	6	A kid fetches a person by a tree in the yard.	a kid gets a woman	reverseentailment
254	190	6	A kid fetches a woman by a tree in the yard.	a kid gets a person	reverseentailment
254	190	7	A green frog buys a person from a stand.	There is a green frog buying a woman	reverseentailment
254	190	7	A green frog buys a woman from a stand.	There is a green frog buying a person	reverseentailment
254	190	8	A person	A woman	reverseentailment
254	190	8	A woman	A person	reverseentailment
255	191	0	The photo is photographed with a camera	There is a photograph present	synonym
255	191	0	The photograph is photographed with a camera	There is a photo present	synonym
255	191	1	The photo is in the water	The photograph is wet	synonym
255	191	1	The photograph is in the water	The photo is wet	synonym
255	191	2	A photo is outside near a campfire at night	There is a photograph outside	synonym
255	191	2	A photograph is outside near a campfire at night	There is a photo outside	synonym
255	191	3	A young woman is looking at a photo with a binocular	A photograph is looked at by a woman	synonym
255	191	3	A young woman is looking at a photograph with a binocular	A photo is looked at by a woman	synonym
255	191	4	Several people are moving towards the photo	There is a group of people near the photograph	synonym
255	191	4	Several people are moving towards the photograph	There is a group of people near the photo	synonym
255	191	5	A bald man standing to the side of a photo	The man stands near a photograph.	synonym
255	191	5	A bald man standing to the side of a photograph	The man stands near a photo.	synonym
255	191	6	A kid fetches a photo by a tree in the yard.	a kid gets a photograph	synonym
255	191	6	A kid fetches a photograph by a tree in the yard.	a kid gets a photo	synonym
255	191	7	A green frog buys a photo from a stand.	There is a green frog buying a photograph	synonym
255	191	7	A green frog buys a photograph from a stand.	There is a green frog buying a photo	synonym
255	191	8	A photo	A photograph	synonym
255	191	8	A photograph	A photo	synonym
256	192	0	The photo is photographed with a camera	There is a picture present	synonym
256	192	0	The picture is photographed with a camera	There is a photo present	synonym
256	192	1	The photo is in the water	The picture is wet	synonym
256	192	1	The picture is in the water	The photo is wet	synonym
256	192	2	A photo is outside near a campfire at night	There is a picture outside	synonym
256	192	2	A picture is outside near a campfire at night	There is a photo outside	synonym
256	192	3	A young woman is looking at a photo with a binocular	A picture is looked at by a woman	synonym
256	192	3	A young woman is looking at a picture with a binocular	A photo is looked at by a woman	synonym
256	192	4	Several people are moving towards the photo	There is a group of people near the picture	synonym
256	192	4	Several people are moving towards the picture	There is a group of people near the photo	synonym
256	192	5	A bald man standing to the side of a photo	The man stands near a picture.	synonym
256	192	5	A bald man standing to the side of a picture	The man stands near a photo.	synonym
256	192	6	A kid fetches a photo by a tree in the yard.	a kid gets a picture	synonym
256	192	6	A kid fetches a picture by a tree in the yard.	a kid gets a photo	synonym
256	192	7	A green frog buys a photo from a stand.	There is a green frog buying a picture	synonym
256	192	7	A green frog buys a picture from a stand.	There is a green frog buying a photo	synonym
256	192	8	A photo	A picture	synonym
256	192	8	A picture	A photo	synonym
257	193	0	The camera is photographed with a camera	There is a photograph present	disjoint
257	193	0	The photograph is photographed with a camera	There is a camera present	disjoint
257	193	1	The camera is in the water	The photograph is wet	disjoint
257	193	1	The photograph is in the water	The camera is wet	disjoint
257	193	2	A camera is outside near a campfire at night	There is a photograph outside	disjoint
257	193	2	A photograph is outside near a campfire at night	There is a camera outside	disjoint
257	193	3	A young woman is looking at a camera with a binocular	A photograph is looked at by a woman	disjoint
257	193	3	A young woman is looking at a photograph with a binocular	A camera is looked at by a woman	disjoint
257	193	4	Several people are moving towards the camera	There is a group of people near the photograph	disjoint
257	193	4	Several people are moving towards the photograph	There is a group of people near the camera	disjoint
257	193	5	A bald man standing to the side of a camera	The man stands near a photograph.	disjoint
257	193	5	A bald man standing to the side of a photograph	The man stands near a camera.	disjoint
257	193	6	A kid fetches a camera by a tree in the yard.	a kid gets a photograph	disjoint
257	193	6	A kid fetches a photograph by a tree in the yard.	a kid gets a camera	disjoint
257	193	7	A green frog buys a camera from a stand.	There is a green frog buying a photograph	disjoint
257	193	7	A green frog buys a photograph from a stand.	There is a green frog buying a camera	disjoint
257	193	8	A camera	A photograph	disjoint
257	193	8	A photograph	A camera	disjoint
258	194	0	The photo is photographed with a camera	There is a photograph present	synonym
258	194	0	The photograph is photographed with a camera	There is a photo present	synonym
258	194	1	The photo is in the water	The photograph is wet	synonym
258	194	1	The photograph is in the water	The photo is wet	synonym
258	194	2	A photo is outside near a campfire at night	There is a photograph outside	synonym
258	194	2	A photograph is outside near a campfire at night	There is a photo outside	synonym
258	194	3	A young woman is looking at a photo with a binocular	A photograph is looked at by a woman	synonym
258	194	3	A young woman is looking at a photograph with a binocular	A photo is looked at by a woman	synonym
258	194	4	Several people are moving towards the photo	There is a group of people near the photograph	synonym
258	194	4	Several people are moving towards the photograph	There is a group of people near the photo	synonym
258	194	5	A bald man standing to the side of a photo	The man stands near a photograph.	synonym
258	194	5	A bald man standing to the side of a photograph	The man stands near a photo.	synonym
258	194	6	A kid fetches a photo by a tree in the yard.	a kid gets a photograph	synonym
258	194	6	A kid fetches a photograph by a tree in the yard.	a kid gets a photo	synonym
258	194	7	A green frog buys a photo from a stand.	There is a green frog buying a photograph	synonym
258	194	7	A green frog buys a photograph from a stand.	There is a green frog buying a photo	synonym
258	194	8	A photo	A photograph	synonym
258	194	8	A photograph	A photo	synonym
259	196	0	The piece is photographed with a camera	There is a sheet present	independent
259	196	0	The sheet is photographed with a camera	There is a piece present	independent
259	196	1	The piece is in the water	The sheet is wet	independent
259	196	1	The sheet is in the water	The piece is wet	independent
259	196	2	A piece is outside near a campfire at night	There is a sheet outside	independent
259	196	2	A sheet is outside near a campfire at night	There is a piece outside	independent
259	196	3	A young woman is looking at a piece with a binocular	A sheet is looked at by a woman	independent
259	196	3	A young woman is looking at a sheet with a binocular	A piece is looked at by a woman	independent
259	196	4	Several people are moving towards the piece	There is a group of people near the sheet	independent
259	196	4	Several people are moving towards the sheet	There is a group of people near the piece	independent
259	196	5	A bald man standing to the side of a piece	The man stands near a sheet.	independent
259	196	5	A bald man standing to the side of a sheet	The man stands near a piece.	independent
259	196	6	A kid fetches a piece by a tree in the yard.	a kid gets a sheet	independent
259	196	6	A kid fetches a sheet by a tree in the yard.	a kid gets a piece	independent
259	196	7	A green frog buys a piece from a stand.	There is a green frog buying a sheet	independent
259	196	7	A green frog buys a sheet from a stand.	There is a green frog buying a piece	independent
259	196	8	A piece	A sheet	independent
259	196	8	A sheet	A piece	independent
260	196	0	The pieces is photographed with a camera	There is a balance sheet present	disjoint
260	196	0	The balance sheet is photographed with a camera	There is a pieces present	disjoint
260	196	1	The pieces is in the water	The balance sheet is wet	disjoint
260	196	1	The balance sheet is in the water	The pieces is wet	disjoint
260	196	2	A pieces is outside near a campfire at night	There is a balance sheet outside	disjoint
260	196	2	A balance sheet is outside near a campfire at night	There is a pieces outside	disjoint
260	196	3	A young woman is looking at a pieces with a binocular	A balance sheet is looked at by a woman	disjoint
260	196	3	A young woman is looking at a balance sheet with a binocular	A pieces is looked at by a woman	disjoint
260	196	4	Several people are moving towards the pieces	There is a group of people near the balance sheet	disjoint
260	196	4	Several people are moving towards the balance sheet	There is a group of people near the pieces	disjoint
260	196	5	A bald man standing to the side of a pieces	The man stands near a balance sheet.	disjoint
260	196	5	A bald man standing to the side of a balance sheet	The man stands near a pieces.	disjoint
260	196	6	A kid fetches a pieces by a tree in the yard.	a kid gets a balance sheet	disjoint
260	196	6	A kid fetches a balance sheet by a tree in the yard.	a kid gets a pieces	disjoint
260	196	7	A green frog buys a pieces from a stand.	There is a green frog buying a balance sheet	disjoint
260	196	7	A green frog buys a balance sheet from a stand.	There is a green frog buying a pieces	disjoint
260	196	8	A pieces	A balance sheet	disjoint
260	196	8	A balance sheet	A pieces	disjoint
261	197	0	The piece is photographed with a camera	There is a strip present	synonym
261	197	0	The strip is photographed with a camera	There is a piece present	synonym
261	197	1	The piece is in the water	The strip is wet	synonym
261	197	1	The strip is in the water	The piece is wet	synonym
261	197	2	A piece is outside near a campfire at night	There is a strip outside	synonym
261	197	2	A strip is outside near a campfire at night	There is a piece outside	synonym
261	197	3	A young woman is looking at a piece with a binocular	A strip is looked at by a woman	synonym
261	197	3	A young woman is looking at a strip with a binocular	A piece is looked at by a woman	synonym
261	197	4	Several people are moving towards the piece	There is a group of people near the strip	synonym
261	197	4	Several people are moving towards the strip	There is a group of people near the piece	synonym
261	197	5	A bald man standing to the side of a piece	The man stands near a strip.	synonym
261	197	5	A bald man standing to the side of a strip	The man stands near a piece.	synonym
261	197	6	A kid fetches a piece by a tree in the yard.	a kid gets a strip	synonym
261	197	6	A kid fetches a strip by a tree in the yard.	a kid gets a piece	synonym
261	197	7	A green frog buys a piece from a stand.	There is a green frog buying a strip	synonym
261	197	7	A green frog buys a strip from a stand.	There is a green frog buying a piece	synonym
261	197	8	A piece	A strip	synonym
261	197	8	A strip	A piece	synonym
262	197	0	The pieces is photographed with a camera	There is a strip club present	disjoint
262	197	0	The strip club is photographed with a camera	There is a pieces present	disjoint
262	197	1	The pieces is in the water	The strip club is wet	disjoint
262	197	1	The strip club is in the water	The pieces is wet	disjoint
262	197	2	A pieces is outside near a campfire at night	There is a strip club outside	disjoint
262	197	2	A strip club is outside near a campfire at night	There is a pieces outside	disjoint
262	197	3	A young woman is looking at a pieces with a binocular	A strip club is looked at by a woman	disjoint
262	197	3	A young woman is looking at a strip club with a binocular	A pieces is looked at by a woman	disjoint
262	197	4	Several people are moving towards the pieces	There is a group of people near the strip club	disjoint
262	197	4	Several people are moving towards the strip club	There is a group of people near the pieces	disjoint
262	197	5	A bald man standing to the side of a pieces	The man stands near a strip club.	disjoint
262	197	5	A bald man standing to the side of a strip club	The man stands near a pieces.	disjoint
262	197	6	A kid fetches a pieces by a tree in the yard.	a kid gets a strip club	disjoint
262	197	6	A kid fetches a strip club by a tree in the yard.	a kid gets a pieces	disjoint
262	197	7	A green frog buys a pieces from a stand.	There is a green frog buying a strip club	disjoint
262	197	7	A green frog buys a strip club from a stand.	There is a green frog buying a pieces	disjoint
262	197	8	A pieces	A strip club	disjoint
262	197	8	A strip club	A pieces	disjoint
263	197	0	The silver pieces is photographed with a camera	There is a strip club present	disjoint
263	197	0	The strip club is photographed with a camera	There is a silver pieces present	disjoint
263	197	1	The silver pieces is in the water	The strip club is wet	disjoint
263	197	1	The strip club is in the water	The silver pieces is wet	disjoint
263	197	2	A silver pieces is outside near a campfire at night	There is a strip club outside	disjoint
263	197	2	A strip club is outside near a campfire at night	There is a silver pieces outside	disjoint
263	197	3	A young woman is looking at a silver pieces with a binocular	A strip club is looked at by a woman	disjoint
263	197	3	A young woman is looking at a strip club with a binocular	A silver pieces is looked at by a woman	disjoint
263	197	4	Several people are moving towards the silver pieces	There is a group of people near the strip club	disjoint
263	197	4	Several people are moving towards the strip club	There is a group of people near the silver pieces	disjoint
263	197	5	A bald man standing to the side of a silver pieces	The man stands near a strip club.	disjoint
263	197	5	A bald man standing to the side of a strip club	The man stands near a silver pieces.	disjoint
263	197	6	A kid fetches a silver pieces by a tree in the yard.	a kid gets a strip club	disjoint
263	197	6	A kid fetches a strip club by a tree in the yard.	a kid gets a silver pieces	disjoint
263	197	7	A green frog buys a silver pieces from a stand.	There is a green frog buying a strip club	disjoint
263	197	7	A green frog buys a strip club from a stand.	There is a green frog buying a silver pieces	disjoint
263	197	8	A silver pieces	A strip club	disjoint
263	197	8	A strip club	A silver pieces	disjoint
264	198	0	The pink is photographed with a camera	There is a red present	alternation
264	198	0	The red is photographed with a camera	There is a pink present	alternation
264	198	1	The pink is in the water	The red is wet	alternation
264	198	1	The red is in the water	The pink is wet	alternation
264	198	2	A pink is outside near a campfire at night	There is a red outside	alternation
264	198	2	A red is outside near a campfire at night	There is a pink outside	alternation
264	198	3	A young woman is looking at a pink with a binocular	A red is looked at by a woman	alternation
264	198	3	A young woman is looking at a red with a binocular	A pink is looked at by a woman	alternation
264	198	4	Several people are moving towards the pink	There is a group of people near the red	alternation
264	198	4	Several people are moving towards the red	There is a group of people near the pink	alternation
264	198	5	A bald man standing to the side of a pink	The man stands near a red.	alternation
264	198	5	A bald man standing to the side of a red	The man stands near a pink.	alternation
264	198	6	A kid fetches a pink by a tree in the yard.	a kid gets a red	alternation
264	198	6	A kid fetches a red by a tree in the yard.	a kid gets a pink	alternation
264	198	7	A green frog buys a pink from a stand.	There is a green frog buying a red	alternation
264	198	7	A green frog buys a red from a stand.	There is a green frog buying a pink	alternation
264	198	8	A pink	A red	alternation
264	198	8	A red	A pink	alternation
265	199	0	The aircraft is photographed with a camera	There is a plane present	reverseentailment
265	199	0	The plane is photographed with a camera	There is a aircraft present	reverseentailment
265	199	1	The aircraft is in the water	The plane is wet	reverseentailment
265	199	1	The plane is in the water	The aircraft is wet	reverseentailment
265	199	2	A aircraft is outside near a campfire at night	There is a plane outside	reverseentailment
265	199	2	A plane is outside near a campfire at night	There is a aircraft outside	reverseentailment
265	199	3	A young woman is looking at a aircraft with a binocular	A plane is looked at by a woman	reverseentailment
265	199	3	A young woman is looking at a plane with a binocular	A aircraft is looked at by a woman	reverseentailment
265	199	4	Several people are moving towards the aircraft	There is a group of people near the plane	reverseentailment
265	199	4	Several people are moving towards the plane	There is a group of people near the aircraft	reverseentailment
265	199	5	A bald man standing to the side of a aircraft	The man stands near a plane.	reverseentailment
265	199	5	A bald man standing to the side of a plane	The man stands near a aircraft.	reverseentailment
265	199	6	A kid fetches a aircraft by a tree in the yard.	a kid gets a plane	reverseentailment
265	199	6	A kid fetches a plane by a tree in the yard.	a kid gets a aircraft	reverseentailment
265	199	7	A green frog buys a aircraft from a stand.	There is a green frog buying a plane	reverseentailment
265	199	7	A green frog buys a plane from a stand.	There is a green frog buying a aircraft	reverseentailment
